MapID;Name;Shape;Position;Rotation;Unk2C;Unk40;MapStudioLayer;UnkE08;MapID;UnkS04;UnkS0C;ActivationPartName;EntityID;EnableDist;TransitionDist;UnkT08;UnkT09;UnkT0A;UnkT24;UnkT28;UnkT2C;UnkT2E;UnkT2F;UnkT30;UnkT33;UnkT34;UnkT36;
m10_00_00_00;Env_Box200;SoulsFormats.MSB+Shape+Box;<-165.32, 68.35, 272.576>;<0, -106.177, 0>;9157;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;22;1;
m10_00_00_00;Env_Box201;SoulsFormats.MSB+Shape+Box;<-294.36, 32.48, 411.175>;<-0, 138.913, 0>;8511;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;23;1;
m10_00_00_00;Env_Box202;SoulsFormats.MSB+Shape+Box;<-186.166, 69.497, 213.316>;<-0, -167.229, 0>;9162;0;4294967295;255;-1;0;-1;;0;0;1.5;0;10;-1;1;1;0;True;True;-1;True;30;1;
m10_00_00_00;Env_Box203;SoulsFormats.MSB+Shape+Box;<-199.861, 78.833, 305.338>;<-0, -130, 0>;9159;0;4294967295;255;-1;0;-1;;0;0;1.5;0;10;-1;1;1;0;True;True;-1;True;30;1;
m10_00_00_00;Env_Box205;SoulsFormats.MSB+Shape+Box;<-190.872, 78.821, 313.001>;<-0, 140, 0>;9165;0;4294967295;255;-1;0;-1;;0;0;1.5;0;10;-1;1;1;0;True;True;-1;True;31;1;
m10_00_00_00;Env_Box206;SoulsFormats.MSB+Shape+Box;<-237.432, 32.428, 342.237>;<-0, 138.913, 0>;9178;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;22;1;
m10_00_00_00;Env_Box207;SoulsFormats.MSB+Shape+Box;<-282.383, 76.896, 405.473>;<-0, 138.913, 0>;9180;0;4294967295;255;-1;0;-1;;0;0;0.5;0;10;-1;1;1;0;True;True;-1;True;32;1;
m10_00_00_00;Env_Box208;SoulsFormats.MSB+Shape+Box;<-209.158, 63.345, 114.773>;<-0, 153.542, 0>;9258;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;22;1;
m10_00_00_00;Env_Box209;SoulsFormats.MSB+Shape+Box;<-215.768, 63.657, 148.581>;<-0, 153.542, 0>;9260;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;29;1;
m10_00_00_00;Env_Box210;SoulsFormats.MSB+Shape+Box;<-248.534, 99.673, 108.261>;<-0, 63.542, 0>;9263;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;18;1;
m10_00_00_00;Env_Box211;SoulsFormats.MSB+Shape+Box;<-227.108, 99.051, 103.518>;<-0, 153.542, 0>;9265;0;4294967295;255;-1;0;-1;;0;0;0.2;0;10;-1;1;1;0;True;True;-1;True;33;1;
m10_00_00_00;Env_Box212;SoulsFormats.MSB+Shape+Box;<-230.176, 83.327, 129.517>;<-0, 153.542, 0>;9266;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;21;1;
m10_00_00_00;Env_Box213;SoulsFormats.MSB+Shape+Box;<-195.924, 51.701, 171.737>;<-0, 108.542, 0>;9268;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;21;1;
m10_00_00_00;Env_Box215;SoulsFormats.MSB+Shape+Box;<-310.771, 61.096, 438.693>;<-0, 138.469, 0>;9294;0;4294967295;255;-1;0;-1;;0;0;0.5;0;10;-1;1;1;0;True;True;-1;True;30;1;
m10_00_00_00;Env_Box220;SoulsFormats.MSB+Shape+Box;<-203.699, 76.143, 132.414>;<0, -117, 0>;8537;0;4294967295;255;-1;0;-1;;0;0;0.1;0;10;-1;1;1;0;True;True;-1;True;32;1;
m10_00_00_00;Env_Box221;SoulsFormats.MSB+Shape+Box;<-273.322, 94.492, 258.259>;<-0, 164.272, 0>;9312;0;4294967295;255;-1;0;-1;;0;0;1;0;10;-1;1;1;0;True;True;-1;True;31;1;
m10_00_00_00;Env_Box222;SoulsFormats.MSB+Shape+Box;<-191.551, 72.972, 263.484>;<0, -40.586, 0>;9321;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;23;1;
m10_00_00_00;Env_Box223;SoulsFormats.MSB+Shape+Box;<-234.447, 85.115, 255.207>;<-0, 166.134, 0>;9323;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;22;1;
m10_00_00_00;Env_Box224;SoulsFormats.MSB+Shape+Box;<-183.49, 68.25, 228.616>;<0, -71.566, 0>;9319;0;4294967295;255;-1;0;-1;;0;0;5;0;10;-1;1;1;0;True;True;-1;True;21;1;
m10_00_00_00;Env_Box225;SoulsFormats.MSB+Shape+Box;<-273.397, 57.385, 191.318>;<0, -0.275, 0>;9324;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;21;1;
m10_00_00_00;Env_Box226;SoulsFormats.MSB+Shape+Box;<-259.634, 74.317, 205.17>;<0, -90, 0>;9326;0;4294967295;255;-1;0;-1;;0;0;0.5;0;10;-1;1;1;0;True;True;-1;True;32;1;
m10_00_00_00;Env_Box229;SoulsFormats.MSB+Shape+Box;<-227.266, 72.814, 78.93>;<0, -116.458, 0>;9341;0;4294967295;255;-1;0;-1;;0;0;1.5;0;10;-1;1;1;0;True;True;-1;True;19;1;
m10_00_00_00;Env_Box230;SoulsFormats.MSB+Shape+Box;<-186.231, 58.511, 91.803>;<0, -116.458, 0>;9344;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;21;1;
m10_00_00_00;Env_Box231;SoulsFormats.MSB+Shape+Box;<-207.546, 16.571, 64.069>;<0, -116.938, 0>;9343;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;18;1;
m10_00_00_00;Env_Box232;SoulsFormats.MSB+Shape+Box;<-204.185, 83.03, 133.39>;<0, -116.458, 0>;9346;0;4294967295;255;-1;0;-1;;0;0;1.5;0;10;-1;1;1;0;True;True;-1;True;30;1;
m10_00_00_00;Env_Box235;SoulsFormats.MSB+Shape+Box;<-119.455, 19.279, 9.636>;<-0, 35, 0>;9365;0;4294967295;255;-1;0;-1;;0;0;1.5;0;10;-1;1;1;0;True;True;-1;True;30;1;
m10_00_00_00;Env_Box236;SoulsFormats.MSB+Shape+Box;<-121.596, 28.303, 16.4>;<-0, 35, 0>;9366;0;4294967295;255;-1;0;-1;;0;0;1.5;0;10;-1;1;1;0;True;True;-1;True;31;1;
m10_00_00_00;Env_Box237;SoulsFormats.MSB+Shape+Box;<-86.407, 10.817, 6.065>;<-0, 35, 0>;9367;0;4294967295;255;-1;0;-1;;0;0;1;0;10;-1;1;1;0;True;True;-1;True;30;1;
m10_00_00_00;Env_Box238;SoulsFormats.MSB+Shape+Box;<29.37, -15.792, -12.196>;<-0, 1.438, 0>;9372;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;21;1;
m10_00_00_00;Env_Box239;SoulsFormats.MSB+Shape+Box;<31.055, -15.831, 20.352>;<0, -90, 0>;9369;0;4294967295;255;-1;0;-1;;0;0;5;0;10;-1;1;1;0;True;True;-1;True;22;1;
m10_00_00_00;Env_Box240;SoulsFormats.MSB+Shape+Box;<-251.172, 58.42, 92.231>;<0, -26.004, 0>;9373;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;34;1;
m10_00_00_00;Env_Box242;SoulsFormats.MSB+Shape+Box;<-269.089, 76.265, 419.755>;<-0, 158.2, 0>;9065;0;4294967295;255;-1;0;-1;;0;0;0.25;0;10;-1;1;1;0;True;True;-1;True;30;1;
m10_00_00_00;Env_Box243;SoulsFormats.MSB+Shape+Box;<-298.212, 76.265, 395.57>;<-0, 121.828, 0>;9066;0;4294967295;255;-1;0;-1;;0;0;0.5;0;10;-1;1;1;0;True;True;-1;True;30;1;
m10_00_00_00;Env_Box244;SoulsFormats.MSB+Shape+Box;<-315.986, 70.041, 406.351>;<-0, 166.037, 0>;9071;0;4294967295;255;-1;0;-1;;0;0;1;0;10;-1;1;1;0;True;True;-1;True;31;1;
m10_00_00_00;Env_Box245;SoulsFormats.MSB+Shape+Box;<-268.644, 31.989, 85.538>;<-0, 63.281, 0>;9074;0;4294967295;255;-1;0;-1;;0;0;5;0;10;-1;1;1;0;True;True;-1;True;19;1;
m10_00_00_00;Env_Box246;SoulsFormats.MSB+Shape+Box;<-268.644, -56.066, 85.538>;<-0, 63.281, 0>;8506;0;4294967295;255;-1;0;-1;;0;0;5;0;10;-1;1;1;0;True;True;-1;True;23;1;
m10_00_00_00;Env_Box248;SoulsFormats.MSB+Shape+Box;<-105.217, -8.692, 17.937>;<-0, 35, 0>;8504;0;4294967295;255;-1;0;-1;;0;0;6;0;10;-1;1;1;0;True;True;-1;True;22;1;
m10_00_00_00;Env_Box249;SoulsFormats.MSB+Shape+Box;<-196.017, 50, 68.758>;<0, -116.458, 0>;8505;0;4294967295;255;-1;0;-1;;0;0;2.5;0;10;-1;1;1;0;True;True;-1;True;30;1;
m10_00_00_00;Env_Box251;SoulsFormats.MSB+Shape+Box;<-190.733, 74.286, 85.802>;<0, -116.458, 0>;8507;0;4294967295;255;-1;0;-1;;0;0;0.5;0;10;-1;1;1;0;True;True;-1;True;32;1;
m10_00_00_00;Env_Box253;SoulsFormats.MSB+Shape+Box;<-209.188, 81.746, 113.63>;<45, 153.542, 0>;8509;0;4294967295;255;-1;0;-1;;0;0;1;0;10;-1;1;1;0;True;True;-1;True;29;1;
m10_00_00_00;Env_Box258;SoulsFormats.MSB+Shape+Box;<-66.3, -59.769, 61.158>;<-0, 1.004, 0>;8523;0;4294967295;255;-1;0;-1;;0;0;1.5;0;10;-1;1;1;0;True;True;-1;True;14;1;
m10_00_00_00;Env_Box272;SoulsFormats.MSB+Shape+Box;<-246.965, 64.957, 118.176>;<0, -116.458, 0>;8538;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;31;1;
m10_00_00_00;Env_Box273;SoulsFormats.MSB+Shape+Box;<-236.159, 64.957, 106.689>;<0, -116.458, 0>;8572;0;4294967295;255;-1;0;-1;;0;0;1.5;0;10;-1;1;1;0;True;True;-1;True;32;1;
m10_00_00_00;Env_Box300;SoulsFormats.MSB+Shape+Box;<-286.275, -56.066, 93.801>;<-0, 63.281, 0>;8557;0;4294967295;255;-1;0;-1;;0;0;4;0;10;-1;1;1;0;True;True;-1;True;20;1;
