MapID;Name;Shape;Position;Rotation;Unk2C;Unk40;MapStudioLayer;UnkE08;MapID;UnkS04;UnkS0C;ActivationPartName;EntityID;Priority;
m10_00_00_00;侵入ポイント_1000004_0000;SoulsFormats.MSB+Shape+Point;<-256.889, 98.46, 134.217>;<0, 26.602, 0>;215;0;4294967295;255;-1;0;-1;h005000;0;0;
m10_00_00_00;侵入ポイント_1000004_0100;SoulsFormats.MSB+Shape+Point;<-299.93, 96.468, 162.9>;<0, -77.46, 0>;216;0;4294967295;255;-1;0;-1;h005100;0;100;
m10_00_00_00;侵入ポイント_1000004_0200;SoulsFormats.MSB+Shape+Point;<-302.76, 94.46, 197.01>;<0, -24.42, 0>;217;0;4294967295;255;-1;0;-1;h005100;0;200;
m10_00_00_00;侵入ポイント_1000004_0300;SoulsFormats.MSB+Shape+Point;<-266.59, 91.356, 207.58>;<0, 49.38, 0>;218;0;4294967295;255;-1;0;-1;h005300;0;300;
m10_00_00_00;侵入ポイント_1000004_0400;SoulsFormats.MSB+Shape+Point;<-265.12, 77.586, 222.46>;<0, -1.92, 0>;219;0;4294967295;255;-1;0;-1;h005900;0;400;
m10_00_00_00;侵入ポイント_1000004_0500;SoulsFormats.MSB+Shape+Point;<-242.67, 75.586, 141.22>;<0, 123.86, 0>;220;0;4294967295;255;-1;0;-1;h005600;0;500;
m10_00_00_00;侵入ポイント_1000004_0600;SoulsFormats.MSB+Shape+Point;<-220.1, 76.397, 96.97>;<0, -174.13, 0>;221;0;4294967295;255;-1;0;-1;h006100;0;600;
m10_00_00_00;侵入ポイント_1000004_0700;SoulsFormats.MSB+Shape+Point;<-192.58, 76.832, 78.2>;<0, 118.93, 0>;222;0;4294967295;255;-1;0;-1;h006500;0;700;
m10_00_00_00;侵入ポイント_1000004_0800;SoulsFormats.MSB+Shape+Point;<-176.95, 67.59, 87.02>;<0, 101.33, 0>;223;0;4294967295;255;-1;0;-1;h006600;0;800;
m10_00_00_00;侵入ポイント_1000004_0900;SoulsFormats.MSB+Shape+Point;<-231.24, 67.425, 98.62>;<0, -85.92, 0>;224;0;4294967295;255;-1;0;-1;h007200;0;900;
m10_00_00_00;侵入ポイント_1000004_1000;SoulsFormats.MSB+Shape+Point;<-203.21, 72.025, 142.16>;<0, 10.93, 0>;225;0;4294967295;255;-1;0;-1;h007800;0;1000;
m10_00_00_00;侵入ポイント_1000004_1100;SoulsFormats.MSB+Shape+Point;<-213.37, 67.677, 145.99>;<0, -63.13, 0>;226;0;4294967295;255;-1;0;-1;h007800;0;1100;
m10_00_00_00;侵入ポイント_1000004_1200;SoulsFormats.MSB+Shape+Point;<-220.8, 72.025, 156.49>;<0, -59.54, 0>;227;0;4294967295;255;-1;0;-1;h007800;0;1200;
m10_00_00_00;侵入ポイント_1000005_0000;SoulsFormats.MSB+Shape+Point;<-221.12, 66.748, 172.14>;<0, 122.41, 0>;228;0;4294967295;255;-1;0;-1;h008000;0;0;
m10_00_00_00;侵入ポイント_1000005_0100;SoulsFormats.MSB+Shape+Point;<-212.59, 56.4, 96.05>;<0, 158.05, 0>;229;0;4294967295;255;-1;0;-1;h009100;0;100;
m10_00_00_00;侵入ポイント_1000005_0200;SoulsFormats.MSB+Shape+Point;<-153.94, 63.86, 186.83>;<0, 19.35, 0>;230;0;4294967295;255;-1;0;-1;h013500;0;200;
m10_00_00_00;侵入ポイント_1000005_0300;SoulsFormats.MSB+Shape+Point;<-207.22, 76.926, 160.96>;<0, -120.24, 0>;231;0;4294967295;255;-1;0;-1;h013500;0;300;
m10_00_00_00;侵入ポイント_1000005_0400;SoulsFormats.MSB+Shape+Point;<-196.41, 79.256, 201.09>;<0, 18.49, 0>;232;0;4294967295;255;-1;0;-1;h013500;0;400;
m10_00_00_00;侵入ポイント_1000005_0500;SoulsFormats.MSB+Shape+Point;<-253.39, 72.668, 171.67>;<0, -91.83, 0>;233;0;4294967295;255;-1;0;-1;h008000;0;500;
m10_00_00_00;侵入ポイント_1000005_0600;SoulsFormats.MSB+Shape+Point;<-212.78, 72.668, 213.64>;<0, 35.84, 0>;234;0;4294967295;255;-1;0;-1;h008000;0;600;
m10_00_00_00;侵入ポイント_1000005_0700;SoulsFormats.MSB+Shape+Point;<-263.63, 71.574, 233.1>;<0, -42.31, 0>;235;0;4294967295;255;-1;0;-1;h010000;0;700;
m10_00_00_00;侵入ポイント_1000005_0800;SoulsFormats.MSB+Shape+Point;<-235.61, 77.95, 247.14>;<0, -3.07, 0>;236;0;4294967295;255;-1;0;-1;h010000;0;800;
m10_00_00_00;侵入ポイント_1000005_0900;SoulsFormats.MSB+Shape+Point;<-163.59, 74.929, 223.52>;<0, 118.01, 0>;237;0;4294967295;255;-1;0;-1;h010100;0;900;
m10_00_00_00;侵入ポイント_1000005_1000;SoulsFormats.MSB+Shape+Point;<-185.1, 81.843, 299.52>;<0, -17.08, 0>;238;0;4294967295;255;-1;0;-1;h010300;0;1000;
m10_00_00_00;侵入ポイント_1000005_1100;SoulsFormats.MSB+Shape+Point;<-218.13, 81.847, 297.79>;<0, -85.43, 0>;374;0;4294967295;255;-1;0;-1;h010500;0;1100;
m10_00_00_00;侵入ポイント_1000006_0000;SoulsFormats.MSB+Shape+Point;<-120.48, 21.473, 33.42>;<0, 0.57, 0>;375;0;4294967295;255;-1;0;-1;h001300;0;0;
m10_00_00_00;侵入ポイント_1000006_0100;SoulsFormats.MSB+Shape+Point;<-181.54, 42.311, 59.96>;<0, -55.63, 0>;376;0;4294967295;255;-1;0;-1;h008700;0;100;
m10_00_00_00;侵入ポイント_1000006_0200;SoulsFormats.MSB+Shape+Point;<-132.35, 36.017, 82.31>;<0, 35.87, 0>;378;0;4294967295;255;-1;0;-1;h008500;0;200;
m10_00_00_00;侵入ポイント_1000006_0300;SoulsFormats.MSB+Shape+Point;<-139.72, 37.317, 121.47>;<0, 1.84, 0>;379;0;4294967295;255;-1;0;-1;h008600;0;300;
m10_00_00_00;侵入ポイント_1000006_0400;SoulsFormats.MSB+Shape+Point;<-158.89, 41.208, 138.31>;<0, 0.14, 0>;380;0;4294967295;255;-1;0;-1;h008400;0;400;
m10_00_00_00;侵入ポイント_1000006_0500;SoulsFormats.MSB+Shape+Point;<-149.96, 47.886, 162.4>;<0, 12.24, 0>;381;0;4294967295;255;-1;0;-1;h008300;0;500;
m10_00_00_00;侵入ポイント_1000006_0600;SoulsFormats.MSB+Shape+Point;<-155.68, 47.91, 164.47>;<0, -19.11, 0>;384;0;4294967295;255;-1;0;-1;h008300;0;600;
m10_00_00_00;侵入ポイント_1000007_0000;SoulsFormats.MSB+Shape+Point;<-224.27, 86.116, 131.51>;<0, 63.57, 0>;386;0;4294967295;255;-1;0;-1;h013300;0;0;
m10_00_00_00;侵入ポイント_1000007_0100;SoulsFormats.MSB+Shape+Point;<-218.03, 89.263, 97>;<0, 150.18, 0>;445;0;4294967295;255;-1;0;-1;h013200;0;100;
m10_00_00_00;侵入ポイント_1000007_0200;SoulsFormats.MSB+Shape+Point;<-206.71, 94.099, 140.81>;<0, 42.38, 0>;446;0;4294967295;255;-1;0;-1;h013300;0;200;
m10_00_00_00;侵入ポイント_1000007_0300;SoulsFormats.MSB+Shape+Point;<-211.01, 96.352, 158.02>;<0, -10.14, 0>;447;0;4294967295;255;-1;0;-1;h013300;0;300;
m10_00_00_00;侵入ポイント_1000007_0400;SoulsFormats.MSB+Shape+Point;<-215.33, 115.606, 153.8>;<0, 16.15, 0>;448;0;4294967295;255;-1;0;-1;h013300;0;400;
m10_00_00_00;侵入ポイント_1000007_0500;SoulsFormats.MSB+Shape+Point;<-228.49, 115.606, 148.72>;<0, -75.86, 0>;449;0;4294967295;255;-1;0;-1;h013300;0;500;
m10_00_00_00;侵入ポイント_1000008_0000;SoulsFormats.MSB+Shape+Point;<-291.19, 84.379, 155.32>;<0, 63.11, 0>;450;0;4294967295;255;-1;0;-1;h015000;0;0;
m10_00_00_00;侵入ポイント_1000008_0100;SoulsFormats.MSB+Shape+Point;<-297.09, 84.379, 154.96>;<0, 66.39, 0>;451;0;4294967295;255;-1;0;-1;h015000;0;100;
m10_00_00_00;侵入ポイント_1000008_0200;SoulsFormats.MSB+Shape+Point;<-301.17, 84.379, 157.36>;<0, 69.7, 0>;452;0;4294967295;255;-1;0;-1;h015000;0;200;
m10_00_00_00;侵入ポイント_1000008_0300;SoulsFormats.MSB+Shape+Point;<-301.9, 84.379, 163.7>;<0, 94.01, 0>;453;0;4294967295;255;-1;0;-1;h015000;0;300;
m10_00_00_00;侵入ポイント_1000008_0400;SoulsFormats.MSB+Shape+Point;<-300.06, 84.474, 167.11>;<0, 122.21, 0>;454;0;4294967295;255;-1;0;-1;AEG210_318_4500;0;400;
m10_00_00_00;侵入ポイント_1000009_0000;SoulsFormats.MSB+Shape+Point;<-299.8, -25.306, 172.1>;<0, 85.78, 0>;455;0;4294967295;255;-1;0;-1;AEG210_388_4538;0;0;
m10_00_00_00;侵入ポイント_1000009_0100;SoulsFormats.MSB+Shape+Point;<-271.8, -23.499, 124.71>;<0, 111.32, 0>;456;0;4294967295;255;-1;0;-1;h015500;0;100;
m10_00_00_00;侵入ポイント_1000009_0200;SoulsFormats.MSB+Shape+Point;<-275.14, -23.924, 123.03>;<0, 135.54, 0>;457;0;4294967295;255;-1;0;-1;h015500;0;200;
m10_00_00_00;侵入ポイント_1000009_0300;SoulsFormats.MSB+Shape+Point;<-297.59, -25.049, 100.53>;<0, 130.55, 0>;458;0;4294967295;255;-1;0;-1;h015600;0;300;
m10_00_00_00;侵入ポイント_1000009_0400;SoulsFormats.MSB+Shape+Point;<-276.77, -14.342, 101.82>;<0, 131.23, 0>;459;0;4294967295;255;-1;0;-1;h015600;0;400;
m10_00_00_00;侵入ポイント_1000009_0500;SoulsFormats.MSB+Shape+Point;<-283.62, -17.645, 73.5>;<0, 108.02, 0>;460;0;4294967295;255;-1;0;-1;h015600;0;500;
m10_00_00_00;侵入ポイント_1000009_0600;SoulsFormats.MSB+Shape+Point;<-269.36, -16.985, 94.41>;<0, 39.21, 0>;461;0;4294967295;255;-1;0;-1;h015800;0;600;
m10_00_00_00;侵入ポイント_1000009_0700;SoulsFormats.MSB+Shape+Point;<-259.5, -16.985, 89.9>;<0, 63.54, 0>;462;0;4294967295;255;-1;0;-1;h015800;0;700;
m10_00_00_00;侵入ポイント_1000011_0000;SoulsFormats.MSB+Shape+Point;<-206.32, 88.555, 274.21>;<0, -146.37, 0>;463;0;4294967295;255;-1;0;-1;h010600;0;0;
m10_00_00_00;侵入ポイント_1000011_0100;SoulsFormats.MSB+Shape+Point;<-224.58, 91.034, 263.88>;<0, -129.23, 0>;464;0;4294967295;255;-1;0;-1;h010700;0;100;
m10_00_00_00;侵入ポイント_1000011_0200;SoulsFormats.MSB+Shape+Point;<-267.48, 96.875, 265.27>;<0, -85, 0>;465;0;4294967295;255;-1;0;-1;h010500;0;200;
m10_00_00_00;侵入ポイント_1000011_0300;SoulsFormats.MSB+Shape+Point;<-278.38, 96.874, 266.12>;<0, 14.43, 0>;466;0;4294967295;255;-1;0;-1;h011500;0;300;
m10_00_00_00;侵入ポイント_1000011_0400;SoulsFormats.MSB+Shape+Point;<-311.3, 89.666, 281.99>;<0, -29.28, 0>;467;0;4294967295;255;-1;0;-1;h011600;0;400;
m10_00_00_00;侵入ポイント_1000011_0500;SoulsFormats.MSB+Shape+Point;<-312.17, 89.592, 273.99>;<0, -132.4, 0>;468;0;4294967295;255;-1;0;-1;h011600;0;500;
m10_00_00_00;侵入ポイント_1000012_0000;SoulsFormats.MSB+Shape+Point;<-322.79, 69.453, 244.2>;<0, -72.82, 0>;469;0;4294967295;255;-1;0;-1;h011600;0;0;
m10_00_00_00;侵入ポイント_1000012_0100;SoulsFormats.MSB+Shape+Point;<-312.24, 69.409, 243.98>;<0, 75.32, 0>;470;0;4294967295;255;-1;0;-1;h011700;0;100;
m10_00_00_00;侵入ポイント_1000012_0200;SoulsFormats.MSB+Shape+Point;<-294.27, 69.613, 247.55>;<0, 42.82, 0>;471;0;4294967295;255;-1;0;-1;h012000;0;200;
m10_00_00_00;侵入ポイント_1000012_0300;SoulsFormats.MSB+Shape+Point;<-288.14, 70.657, 247.41>;<0, 74.95, 0>;472;0;4294967295;255;-1;0;-1;h012000;0;300;
m10_00_00_00;侵入ポイント_1000013_0000;SoulsFormats.MSB+Shape+Point;<-274.496, 14.272, 159.553>;<0, -99.227, 0>;473;0;4294967295;255;-1;0;-1;h012500;0;0;
m10_00_00_00;侵入ポイント_1000013_0100;SoulsFormats.MSB+Shape+Point;<-246.448, 14.334, 136.317>;<0, 131.51, 0>;474;0;4294967295;255;-1;0;-1;h012500;0;100;
m10_00_00_00;侵入ポイント_1000013_0200;SoulsFormats.MSB+Shape+Point;<-245.85, 13.89, 99.76>;<0, -165.18, 0>;475;0;4294967295;255;-1;0;-1;h012500;0;200;
m10_00_00_00;侵入ポイント_1000013_0300;SoulsFormats.MSB+Shape+Point;<-227.31, 14.23, 102.4>;<0, 126.14, 0>;476;0;4294967295;255;-1;0;-1;h012500;0;300;
m10_00_00_00;侵入ポイント_1000013_0400;SoulsFormats.MSB+Shape+Point;<-233.54, 14.6, 85.33>;<0, 162.13, 0>;477;0;4294967295;255;-1;0;-1;h012500;0;400;
m10_00_00_00;侵入ポイント_1000091_0000;SoulsFormats.MSB+Shape+Point;<-232.22, 67.185, 72.31>;<0, -116.79, 0>;478;0;4294967295;255;-1;0;-1;h003300;0;0;
m10_00_00_00;侵入ポイント_1000091_0100;SoulsFormats.MSB+Shape+Point;<-217.27, 67.119, 73.76>;<0, 95.16, 0>;482;0;4294967295;255;-1;0;-1;h003300;0;100;
m10_00_00_00;侵入ポイント_1000091_0200;SoulsFormats.MSB+Shape+Point;<-234.52, 67.158, 77.28>;<0, -92.79, 0>;483;0;4294967295;255;-1;0;-1;h003300;0;200;
m10_00_00_00;侵入ポイント_1000091_0300;SoulsFormats.MSB+Shape+Point;<-225.86, 67.122, 88.87>;<0, -8.6, 0>;484;0;4294967295;255;-1;0;-1;h003300;0;300;
m11_00_00_00;侵入ポイント_1100001_0000;SoulsFormats.MSB+Shape+Point;<-97.23, 31.969, -387.19>;<0, 82.23, 0>;247;0;4294967295;255;-1;0;-1;h014500;0;0;
m11_00_00_00;侵入ポイント_1100001_0100;SoulsFormats.MSB+Shape+Point;<-132.33, 42.028, -337.57>;<0, -11.02, 0>;253;0;4294967295;255;-1;0;-1;h014700;0;100;
m11_00_00_00;侵入ポイント_1100001_0200;SoulsFormats.MSB+Shape+Point;<-84.74, 45.515, -311.52>;<0, 42.76, 0>;254;0;4294967295;255;-1;0;-1;h014700;0;200;
m11_00_00_00;侵入ポイント_1100001_0300;SoulsFormats.MSB+Shape+Point;<-47.01, 47.52, -317.77>;<0, 163.88, 0>;255;0;4294967295;255;-1;0;-1;h014800;0;300;
m11_00_00_00;侵入ポイント_1100001_0400;SoulsFormats.MSB+Shape+Point;<-20.45, 47.51, -334.11>;<0, 126.38, 0>;256;0;4294967295;255;-1;0;-1;h020000;0;400;
m11_00_00_00;侵入ポイント_1100001_0500;SoulsFormats.MSB+Shape+Point;<-6.47, 56.237, -355.16>;<0, 122.06, 0>;257;0;4294967295;255;-1;0;-1;h020000;0;500;
m11_00_00_00;侵入ポイント_1100002_0000;SoulsFormats.MSB+Shape+Point;<-200.607, -1.922, -355.694>;<0, 4.778, 0>;258;0;4294967295;255;-1;0;-1;h015200;0;0;
m11_00_00_00;侵入ポイント_1100002_0100;SoulsFormats.MSB+Shape+Point;<-154.71, -14.335, -346.96>;<0, 124.83, 0>;259;0;4294967295;255;-1;0;-1;AEG221_015_1000;0;100;
m11_00_00_00;侵入ポイント_1100002_0200;SoulsFormats.MSB+Shape+Point;<-159.7, -20.89, -292.9>;<0, 10.3, 0>;260;0;4294967295;255;-1;0;-1;AEG221_007_1000;0;200;
m11_00_00_00;侵入ポイント_1100002_0300;SoulsFormats.MSB+Shape+Point;<-139.01, -20.89, -282.03>;<0, 67.88, 0>;261;0;4294967295;255;-1;0;-1;AEG221_007_1000;0;300;
m11_00_00_00;侵入ポイント_1100002_0400;SoulsFormats.MSB+Shape+Point;<-108.16, -14.887, -267.55>;<0, 74.39, 0>;262;0;4294967295;255;-1;0;-1;AEG221_007_1000;0;400;
m11_00_00_00;侵入ポイント_1100002_0500;SoulsFormats.MSB+Shape+Point;<-90.27, -14.894, -275.09>;<0, 90.34, 0>;263;0;4294967295;255;-1;0;-1;AEG221_007_1000;0;500;
m11_00_00_00;侵入ポイント_1100002_0600;SoulsFormats.MSB+Shape+Point;<-82.482, -14.887, -283.889>;<0, 120.98, 0>;264;0;4294967295;255;-1;0;-1;AEG221_007_1000;0;600;
m11_00_00_00;侵入ポイント_1100011_0300;SoulsFormats.MSB+Shape+Point;<-42.58, 1.015, 22.59>;<0, 110.74, 0>;157;0;4294967295;255;-1;0;-1;h001000;0;300;
m11_00_00_00;侵入ポイント_1100011_0400;SoulsFormats.MSB+Shape+Point;<4.08, 1.015, 1.53>;<0, 91.68, 0>;158;0;4294967295;255;-1;0;-1;h001000;0;400;
m11_00_00_00;侵入ポイント_1100011_0500;SoulsFormats.MSB+Shape+Point;<-2.52, 6.228, -63.81>;<0, -143.53, 0>;159;0;4294967295;255;-1;0;-1;h001100;0;500;
m11_00_00_00;侵入ポイント_1100011_0600;SoulsFormats.MSB+Shape+Point;<-14.58, 8.01, -78.95>;<0, -88.51, 0>;160;0;4294967295;255;-1;0;-1;h001200;0;600;
m11_00_00_00;侵入ポイント_1100011_0700;SoulsFormats.MSB+Shape+Point;<-13.96, 8.015, -90.98>;<0, -153.08, 0>;161;0;4294967295;255;-1;0;-1;h001200;0;700;
m11_00_00_00;侵入ポイント_1100012_0000;SoulsFormats.MSB+Shape+Point;<-45.57, 8.015, -75.95>;<0, -68.46, 0>;162;0;4294967295;255;-1;0;-1;h001500;0;0;
m11_00_00_00;侵入ポイント_1100012_0100;SoulsFormats.MSB+Shape+Point;<-45.44, 1.046, -99.42>;<0, 124.1, 0>;163;0;4294967295;255;-1;0;-1;h001500;0;100;
m11_00_00_00;侵入ポイント_1100012_0200;SoulsFormats.MSB+Shape+Point;<-39.17, -6.951, -151.54>;<0, -178.16, 0>;164;0;4294967295;255;-1;0;-1;h001600;0;200;
m11_00_00_00;侵入ポイント_1100012_0300;SoulsFormats.MSB+Shape+Point;<-20.2, -3.549, -165.92>;<0, 119.18, 0>;165;0;4294967295;255;-1;0;-1;h001600;0;300;
m11_00_00_00;侵入ポイント_1100012_0400;SoulsFormats.MSB+Shape+Point;<-19.99, -11.947, -200.29>;<0, 148.36, 0>;170;0;4294967295;255;-1;0;-1;h001700;0;400;
m11_00_00_00;侵入ポイント_1100012_0500;SoulsFormats.MSB+Shape+Point;<-33.45, -11.98, -221.94>;<0, -124.35, 0>;172;0;4294967295;255;-1;0;-1;h002100;0;500;
m11_00_00_00;侵入ポイント_1100012_0600;SoulsFormats.MSB+Shape+Point;<-33.95, -16.98, -222.36>;<0, -156.47, 0>;173;0;4294967295;255;-1;0;-1;h002200;0;600;
m11_00_00_00;侵入ポイント_1100012_0700;SoulsFormats.MSB+Shape+Point;<-32.27, -16.985, -225.05>;<0, 177.8, 0>;174;0;4294967295;255;-1;0;-1;h002200;0;700;
m11_00_00_00;侵入ポイント_1100013_0000;SoulsFormats.MSB+Shape+Point;<-54.23, -34.985, -217.32>;<0, -67.81, 0>;175;0;4294967295;255;-1;0;-1;h002300;0;0;
m11_00_00_00;侵入ポイント_1100013_0100;SoulsFormats.MSB+Shape+Point;<-74.98, -34.985, -213.83>;<0, -71.61, 0>;176;0;4294967295;255;-1;0;-1;h003100;0;100;
m11_00_00_00;侵入ポイント_1100013_0200;SoulsFormats.MSB+Shape+Point;<-85.45, -30.485, -238.17>;<0, -162.19, 0>;177;0;4294967295;255;-1;0;-1;AEG221_076_1000;0;200;
m11_00_00_00;侵入ポイント_1100013_0300;SoulsFormats.MSB+Shape+Point;<-50.61, -27.5, -200.22>;<0, -63.41, 0>;178;0;4294967295;255;-1;0;-1;AEG220_709_1007;0;300;
m11_00_00_00;侵入ポイント_1100013_0400;SoulsFormats.MSB+Shape+Point;<-66.17, -40.985, -177.77>;<0, -48.62, 0>;179;0;4294967295;255;-1;0;-1;h004200;0;400;
m11_00_00_00;侵入ポイント_1100013_0500;SoulsFormats.MSB+Shape+Point;<-97.173, -29.108, -194.371>;<0, -48.388, 0>;180;0;4294967295;255;-1;0;-1;AEG220_120_1001;0;500;
m11_00_00_00;侵入ポイント_1100013_0600;SoulsFormats.MSB+Shape+Point;<-130.02, -45.485, -166.24>;<0, -89.03, 0>;181;0;4294967295;255;-1;0;-1;AEG221_072_1000;0;600;
m11_00_00_00;侵入ポイント_1100013_0700;SoulsFormats.MSB+Shape+Point;<-157, -45.485, -208.32>;<0, -165.1, 0>;182;0;4294967295;255;-1;0;-1;AEG220_424_1000;0;700;
m11_00_00_00;侵入ポイント_1100013_0800;SoulsFormats.MSB+Shape+Point;<-188.67, -45.485, -223.95>;<0, -82.48, 0>;186;0;4294967295;255;-1;0;-1;AEG221_071_1000;0;800;
m11_00_00_00;侵入ポイント_1100013_0900;SoulsFormats.MSB+Shape+Point;<-222.96, -35.19, -253.53>;<0, -139.22, 0>;187;0;4294967295;255;-1;0;-1;h013300;0;900;
m11_00_00_00;侵入ポイント_1100013_1000;SoulsFormats.MSB+Shape+Point;<-67.69, -33.062, -140.031>;<0, 8.854, 0>;188;0;4294967295;255;-1;0;-1;AEG220_120_1009;0;1000;
m11_00_00_00;侵入ポイント_1100013_1100;SoulsFormats.MSB+Shape+Point;<-108.95, -45.485, -144.62>;<0, 11.23, 0>;189;0;4294967295;255;-1;0;-1;AEG221_072_1000;0;1100;
m11_00_00_00;侵入ポイント_1100013_1200;SoulsFormats.MSB+Shape+Point;<-55.823, -45.485, -113.001>;<0, 33.053, 0>;190;0;4294967295;255;-1;0;-1;AEG221_073_1000;0;1200;
m11_00_00_00;侵入ポイント_1100013_1300;SoulsFormats.MSB+Shape+Point;<-113.38, -48.473, -102.18>;<0, -23.2, 0>;191;0;4294967295;255;-1;0;-1;AEG221_074_1000;0;1300;
m11_00_00_00;侵入ポイント_1100013_1400;SoulsFormats.MSB+Shape+Point;<-120.759, -48.402, -113.267>;<0, -61.589, 0>;192;0;4294967295;255;-1;0;-1;AEG221_074_1000;0;1400;
m11_00_00_00;侵入ポイント_1100014_0000;SoulsFormats.MSB+Shape+Point;<-192.18, -34.985, -280.97>;<0, -130.01, 0>;193;0;4294967295;255;-1;0;-1;h005300;0;0;
m11_00_00_00;侵入ポイント_1100014_0100;SoulsFormats.MSB+Shape+Point;<-168.287, -35.629, -315.893>;<0, 128.01, 0>;194;0;4294967295;255;-1;0;-1;h005300;0;100;
