MapID;Name;Shape;Position;Rotation;Unk2C;Unk40;MapStudioLayer;UnkE08;MapID;UnkS04;UnkS0C;ActivationPartName;EntityID;UnkT00;
m10_00_00_00;walk_route_c2140_9000_45_253;SoulsFormats.MSB+Shape+Sphere;<-243.353, 67.589, 213.069>;<0, 0, 0>;253;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c2140_9000_45_254;SoulsFormats.MSB+Shape+Sphere;<-241.829, 67.147, 209.793>;<0, 0, 0>;254;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c2140_9000_45_255;SoulsFormats.MSB+Shape+Sphere;<-239.242, 66.773, 202.937>;<0, 0, 0>;255;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c2500_9000_47_103;SoulsFormats.MSB+Shape+Sphere;<-240.862, 88.375, 270.654>;<0, 0, 0>;103;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c2500_9000_47_104;SoulsFormats.MSB+Shape+Sphere;<-235.757, 88.32, 274.864>;<0, 0, 0>;104;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c2500_9000_47_105;SoulsFormats.MSB+Shape+Sphere;<-228.972, 82.882, 280.728>;<0, 0, 0>;105;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c2500_9000_47_269;SoulsFormats.MSB+Shape+Sphere;<-217.098, 82.029, 290.803>;<0, 0, 0>;269;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c2500_9000_47_270;SoulsFormats.MSB+Shape+Sphere;<-211.958, 81.847, 295.335>;<0, 0, 0>;270;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9002_10_112;SoulsFormats.MSB+Shape+Sphere;<-225.749, 50.452, 20.371>;<0, 0, 0>;112;0;4294967295;255;-1;0;-1;;0;900005;
m10_00_00_00;walk_route_c3000_9002_10_113;SoulsFormats.MSB+Shape+Sphere;<-230.958, 51.349, 26.414>;<0, 0, 0>;113;0;4294967295;255;-1;0;-1;;0;900001;
m10_00_00_00;walk_route_c3000_9004_12_274;SoulsFormats.MSB+Shape+Sphere;<-231.491, 51.443, 34.464>;<0, 0, 0>;274;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9004_12_275;SoulsFormats.MSB+Shape+Sphere;<-229.89, 51.349, 27.842>;<0, 0, 0>;275;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9004_12_276;SoulsFormats.MSB+Shape+Sphere;<-227.357, 50.452, 23.67>;<0, 0, 0>;276;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9004_12_277;SoulsFormats.MSB+Shape+Sphere;<-225.144, 50.452, 22.635>;<0, 0, 0>;277;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9004_12_278;SoulsFormats.MSB+Shape+Sphere;<-220.081, 48.188, 20.719>;<0, 0, 0>;278;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9004_12_279;SoulsFormats.MSB+Shape+Sphere;<-213.735, 43.928, 13.776>;<0, 0, 0>;279;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9004_9_262;SoulsFormats.MSB+Shape+Sphere;<-219.775, 48.124, 20.588>;<0, 0, 0>;262;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9004_9_263;SoulsFormats.MSB+Shape+Sphere;<-224.974, 50.452, 22.435>;<0, 0, 0>;263;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9004_9_264;SoulsFormats.MSB+Shape+Sphere;<-227.864, 50.458, 24.729>;<0, 0, 0>;264;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9004_9_265;SoulsFormats.MSB+Shape+Sphere;<-231.354, 51.364, 29.415>;<0, 0, 0>;265;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9004_9_266;SoulsFormats.MSB+Shape+Sphere;<-235.015, 51.443, 38.968>;<0, 0, 0>;266;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9005_11_133;SoulsFormats.MSB+Shape+Sphere;<-231.251, 51.438, 33.091>;<0, 0, 0>;133;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9005_11_134;SoulsFormats.MSB+Shape+Sphere;<-225.219, 50.452, 21.072>;<0, 0, 0>;134;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9005_7_63;SoulsFormats.MSB+Shape+Sphere;<-219.763, 48.124, 20.517>;<0, 0, 0>;63;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9005_7_64;SoulsFormats.MSB+Shape+Sphere;<-224.988, 50.452, 22.516>;<0, 0, 0>;64;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9005_7_66;SoulsFormats.MSB+Shape+Sphere;<-227.696, 50.463, 24.918>;<0, 0, 0>;66;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9005_7_67;SoulsFormats.MSB+Shape+Sphere;<-230.703, 51.362, 29.482>;<0, 0, 0>;67;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9005_7_68;SoulsFormats.MSB+Shape+Sphere;<-232.073, 51.442, 38.286>;<0, 0, 0>;68;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9013_18_299;SoulsFormats.MSB+Shape+Sphere;<-275.98, 106.725, 81.844>;<0, 0, 0>;299;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9013_18_300;SoulsFormats.MSB+Shape+Sphere;<-278.02, 106.729, 88.808>;<0, 0, 0>;300;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9013_18_304;SoulsFormats.MSB+Shape+Sphere;<-277.049, 105.822, 92.267>;<0, 0, 0>;304;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9013_18_305;SoulsFormats.MSB+Shape+Sphere;<-269.477, 101.646, 96.738>;<0, 0, 0>;305;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9013_18_306;SoulsFormats.MSB+Shape+Sphere;<-262.06, 98.513, 94.52>;<0, 0, 0>;306;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9013_18_307;SoulsFormats.MSB+Shape+Sphere;<-261.727, 98.513, 88.351>;<0, 0, 0>;307;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9023_33_171;SoulsFormats.MSB+Shape+Sphere;<-220.334, 76.397, 103.743>;<0, 0, 0>;171;0;4294967295;255;-1;0;-1;;0;900005;
m10_00_00_00;walk_route_c3000_9023_33_183;SoulsFormats.MSB+Shape+Sphere;<-221.043, 76.392, 103.929>;<0, 0, 0>;183;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9023_33_184;SoulsFormats.MSB+Shape+Sphere;<-222.055, 76.392, 106.465>;<0, 0, 0>;184;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9023_33_185;SoulsFormats.MSB+Shape+Sphere;<-224.24, 76.392, 113.133>;<0, 0, 0>;185;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9023_33_186;SoulsFormats.MSB+Shape+Sphere;<-219.003, 76.392, 117.007>;<0, 0, 0>;186;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9023_33_187;SoulsFormats.MSB+Shape+Sphere;<-210.245, 76.392, 121.219>;<0, 0, 0>;187;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9023_33_188;SoulsFormats.MSB+Shape+Sphere;<-202.537, 76.392, 125.492>;<0, 0, 0>;188;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9023_33_194;SoulsFormats.MSB+Shape+Sphere;<-201.794, 76.392, 123.322>;<0, 0, 0>;194;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9023_33_39;SoulsFormats.MSB+Shape+Sphere;<-224.879, 76.392, 113.1>;<0, 0, 0>;39;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9023_33_40;SoulsFormats.MSB+Shape+Sphere;<-214.392, 76.397, 119.168>;<0, 0, 0>;40;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9023_33_41;SoulsFormats.MSB+Shape+Sphere;<-224.324, 76.397, 113.282>;<0, 0, 0>;41;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9030_32_395;SoulsFormats.MSB+Shape+Sphere;<-193.959, 75.571, 91.194>;<0, 0, 0>;395;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9030_32_396;SoulsFormats.MSB+Shape+Sphere;<-188.114, 75.581, 80.409>;<0, 0, 0>;396;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9031_31_329;SoulsFormats.MSB+Shape+Sphere;<-186.953, 67.585, 102.194>;<0, 0, 0>;329;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9031_31_330;SoulsFormats.MSB+Shape+Sphere;<-182.165, 67.585, 99.498>;<0, 0, 0>;330;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9031_31_331;SoulsFormats.MSB+Shape+Sphere;<-177.892, 71.911, 91.9>;<0, 0, 0>;331;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9031_31_332;SoulsFormats.MSB+Shape+Sphere;<-178.238, 71.909, 86.148>;<0, 0, 0>;332;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9031_31_333;SoulsFormats.MSB+Shape+Sphere;<-180.469, 72.116, 81.324>;<0, 0, 0>;333;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9031_31_334;SoulsFormats.MSB+Shape+Sphere;<-186.843, 75.581, 78.022>;<0, 0, 0>;334;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9072_38_357;SoulsFormats.MSB+Shape+Sphere;<-246.167, 67.246, 176.11>;<0, 0, 0>;357;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9072_38_358;SoulsFormats.MSB+Shape+Sphere;<-240.584, 66.649, 180.421>;<0, 0, 0>;358;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9072_38_359;SoulsFormats.MSB+Shape+Sphere;<-236.735, 66.649, 183.112>;<0, 0, 0>;359;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9072_38_360;SoulsFormats.MSB+Shape+Sphere;<-232.698, 66.801, 183.212>;<0, 0, 0>;360;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9072_38_361;SoulsFormats.MSB+Shape+Sphere;<-228.822, 67.038, 176.213>;<0, 0, 0>;361;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9073_40_425;SoulsFormats.MSB+Shape+Sphere;<-242.321, 66.714, 175.534>;<0, 0, 0>;425;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9073_40_426;SoulsFormats.MSB+Shape+Sphere;<-237.868, 66.649, 182.449>;<0, 0, 0>;426;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9073_40_427;SoulsFormats.MSB+Shape+Sphere;<-231.514, 66.871, 184.144>;<0, 0, 0>;427;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9073_40_428;SoulsFormats.MSB+Shape+Sphere;<-227.949, 66.88, 180.482>;<0, 0, 0>;428;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9073_40_429;SoulsFormats.MSB+Shape+Sphere;<-225.555, 67.096, 178.62>;<0, 0, 0>;429;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9096_46_257;SoulsFormats.MSB+Shape+Sphere;<-249.547, 72.669, 172.734>;<0, 0, 0>;257;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9096_46_258;SoulsFormats.MSB+Shape+Sphere;<-250.174, 72.669, 181.89>;<0, 0, 0>;258;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9096_46_259;SoulsFormats.MSB+Shape+Sphere;<-252.835, 72.669, 182.231>;<0, 0, 0>;259;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9096_46_260;SoulsFormats.MSB+Shape+Sphere;<-253.182, 66.906, 168.742>;<0, 0, 0>;260;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9096_46_261;SoulsFormats.MSB+Shape+Sphere;<-251.333, 66.686, 167.718>;<0, 0, 0>;261;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9096_46_267;SoulsFormats.MSB+Shape+Sphere;<-248.398, 66.783, 170.277>;<0, 0, 0>;267;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9120_50_289;SoulsFormats.MSB+Shape+Sphere;<-194.395, 76.88, 189.091>;<0, 0, 0>;289;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9120_50_290;SoulsFormats.MSB+Shape+Sphere;<-200.208, 76.881, 185.067>;<0, 0, 0>;290;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9120_50_291;SoulsFormats.MSB+Shape+Sphere;<-204.715, 77.108, 171.156>;<0, 0, 0>;291;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9120_50_292;SoulsFormats.MSB+Shape+Sphere;<-205.747, 76.881, 166.744>;<0, 0, 0>;292;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3000_9120_50_316;SoulsFormats.MSB+Shape+Sphere;<-205.034, 76.881, 162.816>;<0, 0, 0>;316;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3010_9003_22_147;SoulsFormats.MSB+Shape+Sphere;<-270.311, 77.629, 190.104>;<0, 0, 0>;147;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3010_9003_22_148;SoulsFormats.MSB+Shape+Sphere;<-270.55, 77.582, 183.455>;<0, 0, 0>;148;0;4294967295;255;-1;0;-1;;0;900005;
m10_00_00_00;walk_route_c3010_9003_22_89;SoulsFormats.MSB+Shape+Sphere;<-270.434, 77.614, 195.853>;<0, 0, 0>;89;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3010_9003_53_337;SoulsFormats.MSB+Shape+Sphere;<-270.332, 77.588, 196.081>;<0, 0, 0>;337;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3010_9003_53_338;SoulsFormats.MSB+Shape+Sphere;<-270.387, 77.932, 179.997>;<0, 0, 0>;338;0;4294967295;255;-1;0;-1;;0;900004;
m10_00_00_00;walk_route_c3010_9006_24_318;SoulsFormats.MSB+Shape+Sphere;<-232.01, 67.425, 120.481>;<0, 0, 0>;318;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3010_9006_24_319;SoulsFormats.MSB+Shape+Sphere;<-215.921, 67.426, 128.396>;<0, 0, 0>;319;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3010_9007_30_156;SoulsFormats.MSB+Shape+Sphere;<-199.731, 75.624, 74.716>;<0, 0, 0>;156;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3010_9007_30_157;SoulsFormats.MSB+Shape+Sphere;<-208.42, 75.581, 70.126>;<0, 0, 0>;157;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3010_9007_30_158;SoulsFormats.MSB+Shape+Sphere;<-212.395, 75.581, 78.253>;<0, 0, 0>;158;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3010_9007_30_170;SoulsFormats.MSB+Shape+Sphere;<-203.524, 75.602, 83.208>;<0, 0, 0>;170;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3020_9000_54_411;SoulsFormats.MSB+Shape+Sphere;<-238.778, 51.533, 77.291>;<0, 0, 0>;411;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3020_9000_54_412;SoulsFormats.MSB+Shape+Sphere;<-245.102, 51.523, 89.348>;<0, 0, 0>;412;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3020_9000_54_413;SoulsFormats.MSB+Shape+Sphere;<-250.989, 51.509, 85.773>;<0, 0, 0>;413;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3020_9005_51_422;SoulsFormats.MSB+Shape+Sphere;<-220.409, 76.397, 116.391>;<0, 0, 0>;422;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3020_9008_27_320;SoulsFormats.MSB+Shape+Sphere;<-187.772, 75.581, 107.127>;<0, 0, 0>;320;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3020_9008_27_321;SoulsFormats.MSB+Shape+Sphere;<-200.233, 75.595, 101.557>;<0, 0, 0>;321;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3020_9008_27_322;SoulsFormats.MSB+Shape+Sphere;<-197.537, 75.579, 96.066>;<0, 0, 0>;322;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3100_9001_49_297;SoulsFormats.MSB+Shape+Sphere;<-182.507, 82.857, 251.26>;<0, 0, 0>;297;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3100_9001_49_298;SoulsFormats.MSB+Shape+Sphere;<-191.35, 86.069, 261.871>;<0, 0, 0>;298;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3660_9000_16_282;SoulsFormats.MSB+Shape+Sphere;<-242.735, 67.129, 81.866>;<0, 0, 0>;282;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3660_9000_16_283;SoulsFormats.MSB+Shape+Sphere;<-240.588, 67.129, 74.817>;<0, 0, 0>;283;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3660_9000_16_284;SoulsFormats.MSB+Shape+Sphere;<-235.095, 67.129, 67.637>;<0, 0, 0>;284;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3660_9000_16_285;SoulsFormats.MSB+Shape+Sphere;<-241.279, 67.129, 70.47>;<0, 0, 0>;285;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3660_9000_16_286;SoulsFormats.MSB+Shape+Sphere;<-238.743, 67.129, 77.292>;<0, 0, 0>;286;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3660_9002_15_135;SoulsFormats.MSB+Shape+Sphere;<-225.889, 51.47, 44.405>;<0, 0, 0>;135;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3660_9002_15_136;SoulsFormats.MSB+Shape+Sphere;<-227.073, 51.478, 49.661>;<0, 0, 0>;136;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3660_9002_15_137;SoulsFormats.MSB+Shape+Sphere;<-226.438, 51.612, 53.302>;<0, 0, 0>;137;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3660_9002_15_138;SoulsFormats.MSB+Shape+Sphere;<-233.327, 57.203, 66.075>;<0, 0, 0>;138;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3660_9002_15_139;SoulsFormats.MSB+Shape+Sphere;<-236.943, 57.203, 74.062>;<0, 0, 0>;139;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3660_9002_15_140;SoulsFormats.MSB+Shape+Sphere;<-242.125, 57.203, 71.838>;<0, 0, 0>;140;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3660_9007_16_417;SoulsFormats.MSB+Shape+Sphere;<-231.618, 63.6, 46.736>;<0, 0, 0>;417;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c3660_9007_16_418;SoulsFormats.MSB+Shape+Sphere;<-234.681, 61.447, 52.791>;<0, 157.69, 0>;418;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c4090_9000_48_281;SoulsFormats.MSB+Shape+Sphere;<-287.575, 23.476, 198.51>;<0, 0, 0>;281;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c4090_9000_48_293;SoulsFormats.MSB+Shape+Sphere;<-286.791, 23.502, 201.011>;<0, 0, 0>;293;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c4090_9000_48_294;SoulsFormats.MSB+Shape+Sphere;<-286.152, 23.568, 205.281>;<0, 0, 0>;294;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c4090_9000_48_295;SoulsFormats.MSB+Shape+Sphere;<-285.897, 23.394, 209.083>;<0, 0, 0>;295;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c4090_9000_48_296;SoulsFormats.MSB+Shape+Sphere;<-286.43, 23.901, 216.885>;<0, 0, 0>;296;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c4491_9001_57_397;SoulsFormats.MSB+Shape+Sphere;<-249.639, 88.41, 265.149>;<0, 0, 0>;397;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c4491_9001_57_398;SoulsFormats.MSB+Shape+Sphere;<-252.152, 88.376, 266.368>;<0, 0, 0>;398;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c4491_9001_57_399;SoulsFormats.MSB+Shape+Sphere;<-253.904, 88.376, 263.889>;<0, 0, 0>;399;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c4491_9003_58_479;SoulsFormats.MSB+Shape+Sphere;<-252.736, 88.375, 267.616>;<0, 0, 0>;479;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c4491_9003_58_480;SoulsFormats.MSB+Shape+Sphere;<-253.715, 88.375, 265.043>;<0, 0, 0>;480;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c4491_9003_58_481;SoulsFormats.MSB+Shape+Sphere;<-256.495, 88.375, 267.978>;<0, 0, 0>;481;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c4491_9006_59_546;SoulsFormats.MSB+Shape+Sphere;<-251.127, 88.376, 271.354>;<0, 0, 0>;546;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c4491_9006_59_547;SoulsFormats.MSB+Shape+Sphere;<-249.163, 88.376, 268.632>;<0, 0, 0>;547;0;4294967295;255;-1;0;-1;;0;-1;
m10_00_00_00;walk_route_c4491_9006_59_548;SoulsFormats.MSB+Shape+Sphere;<-253.578, 88.376, 269.342>;<0, 0, 0>;548;0;4294967295;255;-1;0;-1;;0;-1;
