MapID;Name;Shape;Position;Rotation;Unk2C;Unk40;MapStudioLayer;UnkE08;MapID;UnkS04;UnkS0C;ActivationPartName;EntityID;UnkT00;
m30_12_00_00;領域 天候上書き領域;SoulsFormats.MSB+Shape+Box;<-33.202, 642.292, 121.382>;<0, 10, 0>;1;0;4294967295;255;-1;0;-1;;3;630000000;
m30_13_00_00;天候抽選上書き領域 王都外廓 630000000;SoulsFormats.MSB+Shape+Box;<81.139, 959.595, 36.798>;<0, -61.61, 0>;102;0;4294967295;255;-1;0;-1;;0;630000000;
m30_14_00_00;領域 天候抽選上書き領域;SoulsFormats.MSB+Shape+Box;<-54.531, 118.063, 58.612>;<0, 0, 0>;76;0;4294967295;255;-1;0;-1;;4;640000000;
m30_14_00_00;領域　虫人ゴーレム視覚有効化;SoulsFormats.MSB+Shape+Composite;<-219.448, 215.107, -142.777>;<0, 0, 0>;19;0;4294967295;2;-1;0;-1;;0;3020;
m30_15_00_00;領域　天候上書き領域;SoulsFormats.MSB+Shape+Box;<65.272, 44.289, 89.637>;<0, -50, 0>;67;0;4294967295;255;-1;0;-1;;0;640000000;
m30_16_00_00;天候抽選上書き領域 平原SP　641000000;SoulsFormats.MSB+Shape+Box;<37.7, -4.757, -126.751>;<0, -0.902, 0>;30;0;4294967295;255;-1;0;-1;;11;641000000;
m30_17_00_00;領域天候上書き領域;SoulsFormats.MSB+Shape+Box;<-91.216, 1647.624, 120.04>;<0, 0, 0>;134;0;4294967295;255;-1;0;-1;;13;650000000;
m30_18_00_00;領域天候上書き領域;SoulsFormats.MSB+Shape+Box;<25.512, 1577.627, 102.234>;<0, 0, 0>;176;0;4294967295;255;-1;0;-1;;5;650000000;
m30_19_00_00;領域　天候上書き領域;SoulsFormats.MSB+Shape+Box;<-37.952, 1359.491, -94.433>;<0, 15, 0>;58;0;4294967295;255;-1;0;-1;;0;4020;
m30_20_00_00;領域 下層ブリザードエリア 天候変化上書き;SoulsFormats.MSB+Shape+Composite;<0, 0, 0>;<0, 0, 0>;64;0;4294967295;255;-1;0;-1;;0;4020;
m31_00_00_00;天候抽選上書き領域 緑　610000000;SoulsFormats.MSB+Shape+Box;<60.356, 51.804, 61.009>;<0, 0, 0>;5;0;4294967295;255;-1;0;-1;;1;610000000;
m31_01_00_00;天候抽選上書き領域 啜り泣きの半島　615000000;SoulsFormats.MSB+Shape+Box;<-114.917, -5.352, -48.526>;<0, -34.85, 0>;23;0;4294967295;255;-1;0;-1;;1;615000000;
m31_02_00_00;天候抽選上書き領域 啜り泣きの半島　615000000;SoulsFormats.MSB+Shape+Box;<-126.997, -12.534, 29.251>;<0, -14.611, 0>;2;0;4294967295;255;-1;0;-1;;2;615000000;
m31_03_00_00;天候抽選上書き領域 緑　610000000;SoulsFormats.MSB+Shape+Box;<-63.681, 109.391, -4.747>;<0, -31.87, 0>;4;0;4294967295;255;-1;0;-1;;2;610000000;
m31_04_00_00;天候抽選上書き領域 湖　620000000;SoulsFormats.MSB+Shape+Box;<22.52, 229.974, -46.068>;<0, 137.281, 0>;61;0;4294967295;255;-1;0;-1;;1;620000000;
m31_05_00_00;天候抽選上書き領域 湖　620000000;SoulsFormats.MSB+Shape+Box;<-91.994, 228.514, 18.929>;<0, 173.618, 0>;68;0;4294967295;255;-1;0;-1;;1;620000000;
m31_06_00_00;天候抽選上書き領域 湖　620000000;SoulsFormats.MSB+Shape+Box;<80.653, 227.517, 114.065>;<0, 121.501, 0>;1;0;4294967295;255;-1;0;-1;;5;620000000;
m31_07_00_00;天候抽選上書き領域 高山火山　635000000;SoulsFormats.MSB+Shape+Box;<-8.83, 798.575, 140.382>;<0, -33.753, 0>;62;0;4294967295;255;-1;0;-1;;17;635000000;
m31_09_00_00;天候抽選上書き領域 高山火山　635000000;SoulsFormats.MSB+Shape+Box;<-75.916, 1027.969, -64.656>;<0, -111.095, 0>;42;0;4294967295;255;-1;0;-1;;17;635000000;
m31_10_00_00;天候抽選上書き領域 平原　645000000;SoulsFormats.MSB+Shape+Box;<6.363, 154.414, 75.349>;<0, 168.337, 0>;56;0;4294967295;255;-1;0;-1;;3;645000000;
m31_11_00_00;天候抽選上書き領域 平原　640000000;SoulsFormats.MSB+Shape+Box;<141.285, 199.817, 78.627>;<0, 41.37, 0>;81;0;4294967295;255;-1;0;-1;;2;640000000;
m31_12_00_00;天候抽選上書き領域 雪原後半　655000000;SoulsFormats.MSB+Shape+Box;<-49.187, 1247.541, 54.498>;<0, 31.661, 0>;61;0;4294967295;255;-1;0;-1;;16;655000000;
m31_15_00_00;天候抽選上書き領域 緑北　610000000;SoulsFormats.MSB+Shape+Box;<55.555, -10.987, -25.417>;<0, 25.422, 0>;65;0;4294967295;255;-1;0;-1;;3;615000000;
m31_17_00_00;天候抽選上書き領域 緑北　610000000;SoulsFormats.MSB+Shape+Box;<53.15, 91.319, 93.646>;<0, -81.12, 0>;67;0;4294967295;255;-1;0;-1;;2;610000000;
m31_18_00_00;天候抽選上書き領域 高山王都　630000000;SoulsFormats.MSB+Shape+Box;<49.167, 836.807, 33.948>;<0, 1.221, 0>;34;0;4294967295;255;-1;0;-1;;25;630000000;
m31_19_00_00;天候抽選上書き領域 高山王都　630000000;SoulsFormats.MSB+Shape+Box;<113.89, 653.041, -53.187>;<0, 77.141, 0>;40;0;4294967295;255;-1;0;-1;;18;630000000;
m31_20_00_00;天候抽選上書き領域 平原　640000000;SoulsFormats.MSB+Shape+Box;<151.392, 116.103, 39.316>;<0, 104.391, 0>;26;0;4294967295;255;-1;0;-1;;0;640000000;
m31_21_00_00;天候抽選上書き領域 平原前半　640000000;SoulsFormats.MSB+Shape+Box;<-69.256, 79.854, 47.34>;<0, -21.423, 0>;60;0;4294967295;255;-1;0;-1;;2;640000000;
m31_22_00_00;天候抽選上書き領域　雪原前半　650000000;SoulsFormats.MSB+Shape+Box;<-37.144, 1616.825, 99.152>;<0, -177.278, 0>;56;0;4294967295;255;-1;0;-1;;3;650000000;
m32_00_00_00;領域 天候上書き 入口;SoulsFormats.MSB+Shape+Box;<36.037, 14.949, -69.234>;<0, -180, 0>;33;0;4294967295;255;-1;0;-1;;1;615000000;
m32_01_00_00;領域 天候上書き 入口;SoulsFormats.MSB+Shape+Box;<118.382, 59.433, 3.864>;<0, -35, 0>;54;0;4294967295;255;-1;0;-1;;0;610000000;
m32_02_00_00;領域 天候上書き 入口;SoulsFormats.MSB+Shape+Box;<-100.566, 232.663, 26.168>;<0, 90, 0>;56;0;4294967295;255;-1;0;-1;;0;620000000;
m32_04_00_00;領域 天候上書き 入口;SoulsFormats.MSB+Shape+Box;<-181.554, 722.332, -100.503>;<0, -75, 0>;47;0;4294967295;255;-1;0;-1;;0;635000000;
m32_05_00_00;領域 天候上書き 入口;SoulsFormats.MSB+Shape+Box;<-52.327, 803.263, 36.781>;<0, 180, 0>;49;0;4294967295;255;-1;0;-1;;0;5010;
m32_07_00_00;領域 天候上書き 平原側;SoulsFormats.MSB+Shape+Box;<62.433, 142.165, 69.783>;<0, 0, 0>;35;0;4294967295;255;-1;0;-1;;0;640000000;
m32_07_00_00;領域 天候上書き 緑側;SoulsFormats.MSB+Shape+Box;<-52.451, 88.799, 99.76>;<0, -180, 0>;34;0;4294967295;255;-1;0;-1;;0;610000000;
m32_08_00_00;領域 天候上書き 入口;SoulsFormats.MSB+Shape+Box;<14.9, 86.048, 134.168>;<0, -7.335, 0>;35;0;4294967295;255;-1;0;-1;;0;640000000;
m32_11_00_00;領域 天候上書き 入口;SoulsFormats.MSB+Shape+Box;<46.008, 1242.76, -37.49>;<0, 0, 0>;37;0;4294967295;255;-1;0;-1;;0;655000000;
m34_10_00_00;領域 天候固定 神の塔 頂上;SoulsFormats.MSB+Shape+Cylinder;<908.782, 297.475, 593.109>;<0, 0, 0>;48;0;4294967295;255;-1;0;-1;;34102691;5010;
m34_11_00_00;領域 天候固定 神の橋 豪雨;SoulsFormats.MSB+Shape+Box;<227.451, -6.157, 39.867>;<0, 80, 0>;98;0;4294967295;255;-1;0;-1;;34112690;3010;
m34_11_00_00;領域 天候固定 神の塔頂上 濃霧;SoulsFormats.MSB+Shape+Cylinder;<427.924, 245.529, 75.365>;<0, 0, 0>;99;0;4294967295;255;-1;0;-1;;34112691;5010;
m34_11_00_00;領域 天候固定 入口 オープン天候抽選上書き;SoulsFormats.MSB+Shape+Box;<-13.293, -158.275, 75.196>;<0, 170, 0>;112;0;4294967295;255;-1;0;-1;;0;-1;
m34_12_00_00;天候上書き領域：濃霧 神の塔頂上;SoulsFormats.MSB+Shape+Cylinder;<-47.712, 934.816, -324.207>;<0, 0, 0>;102;0;4294967295;255;-1;0;-1;;1;5010;
m34_12_00_00;領域 天候上書き 入口;SoulsFormats.MSB+Shape+Box;<-69.516, 808.434, 45.501>;<0, 60, 0>;33;0;4294967295;255;-1;0;-1;;0;630000000;
m34_13_00_00;領域　天候設定　濃霧;SoulsFormats.MSB+Shape+Box;<77.005, 464.002, -35.997>;<0, 0, 0>;80;0;4294967295;255;-1;0;-1;;0;5010;
m34_14_00_00;天候上書き領域：豪雨 神の塔橋;SoulsFormats.MSB+Shape+Composite;<637.214, 309.834, -534.888>;<0, 0, 0>;80;0;4294967295;255;-1;0;-1;;34142500;3010;
m34_14_00_00;天候上書き領域：濃霧 神の塔頂上;SoulsFormats.MSB+Shape+Cylinder;<637.214, 279.834, -534.888>;<0, 0, 0>;73;0;4294967295;255;-1;0;-1;;0;5010;
