MapID;Name;Shape;Position;Rotation;Unk2C;Unk40;MapStudioLayer;UnkE08;MapID;UnkS04;UnkS0C;ActivationPartName;EntityID;
m12_01_00_00;領域 リトライポイント 荒廃させるものボス部屋前;SoulsFormats.MSB+Shape+Box;<-114.066, -253.283, 73.122>;<0, 155, 0>;32;0;4294967295;255;-1;0;-1;;1;
m12_01_00_00;領域 リトライポイント 毒沼荒廃させるもの前;SoulsFormats.MSB+Shape+Cylinder;<-213.815, -317.057, -313.444>;<0, 0, 0>;216;0;4294967295;255;-1;0;-1;;0;
m12_01_00_00;領域 地下迷宮王都からの移動地点;SoulsFormats.MSB+Shape+Sphere;<329.62, -79.99, 353.74>;<0, -2, 0>;7;0;4294967295;255;-1;0;-1;;12012504;
m12_02_00_00;鐘楼からのワープ先;SoulsFormats.MSB+Shape+Sphere;<1623.824, -691.934, 1076.162>;<0, 0, 0>;252;0;4294967295;255;-1;0;-1;;12022210;
m12_02_00_00;復帰ポイント 後半の森;SoulsFormats.MSB+Shape+Sphere;<1450.074, -805.15, 1640.334>;<0, -180, 0>;238;0;4294967295;255;-1;0;-1;;12022203;
m12_02_00_00;復帰ポイント 中央の島;SoulsFormats.MSB+Shape+Sphere;<1171.472, -820.412, 1310.595>;<0, 0, 0>;240;0;4294967295;255;-1;0;-1;;12022204;
m12_02_00_00;復帰ポイント 中層;SoulsFormats.MSB+Shape+Sphere;<1378.35, -747.62, 1609.75>;<0, 90, 0>;242;0;4294967295;255;-1;0;-1;;12022205;
m12_02_00_00;領域 m12_08からのワープ地点;SoulsFormats.MSB+Shape+Sphere;<1258.547, -809.171, 1150.513>;<0, 135, 0>;470;0;4294967295;255;-1;0;-1;;12022200;
m12_02_00_00;領域 m12_08へのワープ地点;SoulsFormats.MSB+Shape+Sphere;<1258.547, -809.171, 1150.513>;<0, 315, 0>;539;0;4294967295;255;-1;0;-1;;12022202;
m12_02_00_00;領域 m12_09からのワープ地点;SoulsFormats.MSB+Shape+Sphere;<1182.53, -611.716, 1620.246>;<0, 30, 0>;482;0;4294967295;255;-1;0;-1;;12022201;
m12_02_00_00;領域 m12_09へのワープ地点;SoulsFormats.MSB+Shape+Sphere;<1182.53, -611.716, 1620.246>;<0, 210, 0>;538;0;4294967295;255;-1;0;-1;;12022209;
m12_02_00_00;領域 マリカ遺跡２からのワープ;SoulsFormats.MSB+Shape+Sphere;<1014.883, -606.806, 1469.734>;<0, 180, 0>;485;0;4294967295;255;-1;0;-1;;12022670;
m12_02_00_00;領域 マリカ遺跡２からのワープ ゲスト用;SoulsFormats.MSB+Shape+Sphere;<1017.109, -605.623, 1466.155>;<0, 180, 0>;435;0;4294967295;255;-1;0;-1;;12022671;
m12_03_00_00;領域 ゲストの封牢内ワープ位置;SoulsFormats.MSB+Shape+Sphere;<-397.82, 149.432, -221.518>;<0, -120, 0>;122;0;4294967295;255;-1;0;-1;;12032806;
m12_03_00_00;領域 フィアの悪夢から出てきたときのワープ先;SoulsFormats.MSB+Shape+Sphere;<-372.659, 149.45, -207.278>;<0, -135, 0>;221;0;4294967295;255;-1;0;-1;;12032858;
m12_03_00_00;領域 フィアの悪夢の中に入ってからのワープ先;SoulsFormats.MSB+Shape+Sphere;<-472.476, 149.389, -323.532>;<0, 210, 0>;96;0;4294967295;255;-1;0;-1;;12032859;
m12_03_00_00;領域 地下迷宮（平原）からのワープ箇所 ;SoulsFormats.MSB+Shape+Sphere;<-168.55, 91.57, -592.88>;<0, 42, 0>;1;0;4294967295;255;-1;0;-1;;12032502;
m12_04_00_00;ゲスト用 地下迷宮毒沼からの移動地点;SoulsFormats.MSB+Shape+Sphere;<-94.548, -104.08, -334.265>;<0, 180, 0>;15;0;4294967295;255;-1;0;-1;;12042508;
m12_04_00_00;ゲスト用 地下迷宮毒沼からの移動地点 {2};SoulsFormats.MSB+Shape+Sphere;<-92.96, -104.181, -336.801>;<0, 0, 0>;16;0;4294967295;255;-1;0;-1;;12042511;
m12_04_00_00;ゲスト用 地下迷宮毒沼からの移動地点 {3};SoulsFormats.MSB+Shape+Sphere;<-91.424, -104.186, -335.481>;<0, 0, 0>;17;0;4294967295;255;-1;0;-1;;12042512;
m12_04_00_00;ゲスト用 地下迷宮毒沼からの移動地点 {4};SoulsFormats.MSB+Shape+Sphere;<-90.181, -104.35, -338.289>;<0, 0, 0>;18;0;4294967295;255;-1;0;-1;;12042513;
m12_04_00_00;ゲスト用 地下迷宮毒沼からの移動地点 {5};SoulsFormats.MSB+Shape+Sphere;<-88.822, -104.276, -336.312>;<0, 0, 0>;19;0;4294967295;255;-1;0;-1;;12042514;
m12_04_00_00;領域 地下迷宮毒沼からの移動地点;SoulsFormats.MSB+Shape+Sphere;<-90.871, -104.237, -330.34>;<0, 157, 0>;3;0;4294967295;255;-1;0;-1;;12042506;
m12_05_00_00;領域 NPC 疑似マルチ 戦場医師 侵入地点;SoulsFormats.MSB+Shape+Sphere;<1619.954, -561.866, 1241.148>;<0, 67.42, 0>;203;0;4294967295;255;-1;0;-1;;12052141;
m12_05_00_00;領域 スタート地点用復帰ポイント;SoulsFormats.MSB+Shape+Sphere;<2019.635, -556.771, 1183.952>;<0, 28.331, 0>;202;0;4294967295;255;-1;0;-1;;12052020;
m12_05_00_00;領域 純血騎士褒章のワープ先用 復帰ポイント;SoulsFormats.MSB+Shape+Sphere;<1700.64, -620.422, 1345.17>;<0, 41.6, 0>;274;0;4294967295;255;-1;0;-1;;12052021;
m12_05_00_00;領域 戦場医師_NPC世界侵入_PCワープ領域（NPC）_本拠地;SoulsFormats.MSB+Shape+Sphere;<1619.954, -561.866, 1241.148>;<0, 67.42, 0>;336;0;4294967295;255;-1;0;-1;;12052701;
m12_05_00_00;領域 戦場医師_NPC世界侵入_PC帰還領域（NPC）_本拠地;SoulsFormats.MSB+Shape+Sphere;<1619.954, -561.866, 1241.148>;<0, 0, 0>;337;0;4294967295;255;-1;0;-1;;12052702;
m12_08_00_00;地下迷宮平原からのワープ先;SoulsFormats.MSB+Shape+Sphere;<1402.847, -1735.321, 1059.814>;<0, 290, 0>;81;0;4294967295;255;-1;0;-1;;12082400;
m12_08_00_00;地下迷宮平原からのワープ先（ゲスト用）;SoulsFormats.MSB+Shape+Sphere;<1399.669, -1735.219, 1062.365>;<0, 290, 0>;89;0;4294967295;255;-1;0;-1;;12082401;
m12_09_00_00;地下迷宮平原からのワープ;SoulsFormats.MSB+Shape+Sphere;<1219.127, -1537.933, 1785.549>;<0, -190, 0>;1;0;4294967295;255;-1;0;-1;;12092400;
m12_09_00_00;地下迷宮平原からのワープ（ゲスト）;SoulsFormats.MSB+Shape+Sphere;<1216.974, -1537.46, 1781.489>;<0, 190, 0>;89;0;4294967295;255;-1;0;-1;;12092401;
m13_00_00_00;復帰ポイント 世界樹炎上時エラーフロー用;SoulsFormats.MSB+Shape+Sphere;<180.646, -32.594, 380.063>;<0, -70.478, 0>;271;0;4294967295;255;-1;0;-1;;13002020;
m13_00_00_00;領域 ボス戦 マリケスHU後PCワープ先 ゲスト;SoulsFormats.MSB+Shape+Sphere;<184.72, -32.58, 358.09>;<0, -149.22, 0>;507;0;4294967295;255;-1;0;-1;;13002821;
m13_00_00_00;領域 ボス戦 マリケスHU後PCワープ先 ホスト;SoulsFormats.MSB+Shape+Sphere;<188.89, -32.56, 361.15>;<0, -149.3, 0>;372;0;4294967295;255;-1;0;-1;;13002820;
m13_00_00_00;領域 ボス戦 マリケスHU後ワープ先;SoulsFormats.MSB+Shape+Sphere;<197.975, -32.539, 374.228>;<0, 38.755, 0>;503;0;4294967295;255;-1;0;-1;;13002825;
m13_00_00_00;領域 ボス戦 古龍HUワープ先;SoulsFormats.MSB+Shape+Sphere;<-45.829, 1009.441, 314.211>;<0, -105.637, 0>;27;0;4294967295;255;-1;0;-1;;13002833;
m13_00_00_00;領域 ボス戦 古龍カットシーン後ワープ先;SoulsFormats.MSB+Shape+Sphere;<-95.37, 1009.256, 295.76>;<0, -107.84, 0>;25;0;4294967295;255;-1;0;-1;;13002834;
m13_00_00_00;領域 ボス戦 古龍カットシーン後ワープ先 ゲスト;SoulsFormats.MSB+Shape+Sphere;<-98.14, 1009.61, 291.34>;<0, -108.38, 0>;506;0;4294967295;255;-1;0;-1;;13002836;
m13_00_00_00;領域 湖鐘楼ワープ 隔離エリア 廃墟内部;SoulsFormats.MSB+Shape+Sphere;<-448.845, 159.657, 436.46>;<0, -74, 0>;508;0;4294967295;255;-1;0;-1;;13002509;
m13_00_00_00;領域 世界樹炎上後ワープ地点（削除/ID変更時はkayuyに相談）;SoulsFormats.MSB+Shape+Sphere;<258.823, 83.52, 96.229>;<0, 147.12, 0>;24;0;4294967295;255;-1;0;-1;;13002500;
m14_00_00_00;ワープ先;SoulsFormats.MSB+Shape+Sphere;<54.64, 154.1, -29.07>;<0, 112.33, 0>;41;0;4294967295;255;-1;0;-1;;14003900;
m14_00_00_00;領域 NPC 学院の女魔術師_NPC世界侵入_PCワープ領域（NPC）_ボス部屋;SoulsFormats.MSB+Shape+Sphere;<38.33, 154.188, -19.83>;<0, -67.37, 0>;372;0;4294967295;255;-1;0;-1;;14002710;
m14_00_00_00;領域 NPC 学院の女魔術師_NPC世界侵入_PC帰還領域（NPC）_ボス部屋;SoulsFormats.MSB+Shape+Sphere;<63.46, 154.06, -32.66>;<0, 108.01, 0>;373;0;4294967295;255;-1;0;-1;;14002711;
m14_00_00_00;領域 NPC 疑似マルチ ターゲット：学院の女魔術師 侵入位置;SoulsFormats.MSB+Shape+Sphere;<38.33, 154.188, -19.83>;<0, -67.37, 0>;376;0;4294967295;255;-1;0;-1;;14002141;
m14_00_00_00;領域 NPC 疑似マルチ ターゲット：平原砦の領主 侵入位置;SoulsFormats.MSB+Shape+Sphere;<82.23, 154.06, -42.03>;<0, 112.06, 0>;377;0;4294967295;255;-1;0;-1;;14002151;
m14_00_00_00;領域 NPC 平原砦の領主_NPC世界侵入_PCワープ領域（NPC）_ボス部屋;SoulsFormats.MSB+Shape+Sphere;<82.23, 154.06, -42.03>;<0, 112.06, 0>;370;0;4294967295;255;-1;0;-1;;14002705;
m14_00_00_00;領域 NPC 平原砦の領主_NPC世界侵入_PC帰還領域（NPC）_ボス部屋;SoulsFormats.MSB+Shape+Sphere;<63.46, 154.06, -32.66>;<0, 108.01, 0>;371;0;4294967295;255;-1;0;-1;;14002706;
m15_00_00_00;領域 NPC疑似マルチ 共闘 マレニアの娘 終了位置;SoulsFormats.MSB+Shape+Sphere;<31.996, 181.156, 463.927>;<0, 22.055, 0>;128;0;4294967295;255;-1;0;-1;;15002142;
m15_00_00_00;領域 NPC疑似マルチ 共闘 マレニアの娘 侵入位置;SoulsFormats.MSB+Shape+Sphere;<7.24, 185.481, 456.88>;<0, -22.82, 0>;126;0;4294967295;255;-1;0;-1;;15002141;
m15_00_00_00;領域 NPC疑似マルチ 侵入 マレニアの娘 侵入位置;SoulsFormats.MSB+Shape+Sphere;<2.48, 185.63, 458.91>;<0, 15.42, 0>;129;0;4294967295;255;-1;0;-1;;15002151;
m15_00_00_00;領域 マレニア HUカットシーン後PC位置;SoulsFormats.MSB+Shape+Sphere;<-6.473, 50.784, 495.963>;<0, 67.952, 0>;70;0;4294967295;255;-1;0;-1;;15002815;
m15_00_00_00;領域 腐れ大樹のスタート地点（ワープしてくる場所）;SoulsFormats.MSB+Shape+Sphere;<-1.42, 630.21, 18.35>;<0, -174, 0>;38;0;4294967295;255;-1;0;-1;;15002600;
m16_00_00_00;復帰ポイント 人さらい兵器;SoulsFormats.MSB+Shape+Sphere;<-85.395, -32.168, -92.247>;<0, 40, 0>;102;0;4294967295;255;-1;0;-1;;16002400;
m16_00_00_00;復帰ポイント 大ボス部屋;SoulsFormats.MSB+Shape+Sphere;<87.281, -439.092, -65.262>;<0, -5, 0>;100;0;4294967295;255;-1;0;-1;;16003110;
m16_00_00_00;領域 グールの王 ワープポイント;SoulsFormats.MSB+Shape+Sphere;<98.31, -432.80832, -9.997>;<0, 2.866, 0>;149;0;4294967295;255;-1;0;-1;h016000;16002840;
m16_00_00_00;領域 火山館の勧誘者_ワープ後領域;SoulsFormats.MSB+Shape+Sphere;<27.31, 5.01, -52.83>;<0, -33.45, 0>;447;0;4294967295;255;-1;0;-1;;16002701;
m16_00_00_00;領域 人さらい兵器による火山牢へのワープ;SoulsFormats.MSB+Shape+Sphere;<-44.716, -34.304, -134.301>;<0, -66.945, 0>;105;0;4294967295;255;-1;0;-1;;16002080;
m16_00_00_00;領域 復帰ポイント 汎用ワープ先 グールの王前;SoulsFormats.MSB+Shape+Sphere;<97.116, -432.758, -10.018>;<0, 0, 0>;318;0;4294967295;255;-1;0;-1;;16002570;
m18_00_00_00;復帰ポイント チュートリアル;SoulsFormats.MSB+Shape+Sphere;<-87.413, -10.265, 41.905>;<0, 152.027, 0>;64;0;4294967295;255;-1;0;-1;;18002950;
m18_00_00_00;領域 チュートリアルスタート;SoulsFormats.MSB+Shape+Sphere;<-57.27, 6.002, 21.6>;<0, 111.29, 0>;98;0;4294967295;255;-1;0;-1;;18002020;
m18_00_00_00;領域 地下小探索脱出像 復帰位置;SoulsFormats.MSB+Shape+Sphere;<-119.738, 14.007, 21.369>;<0, -25, 0>;104;0;4294967295;255;-1;0;-1;;18002840;
m19_00_00_00;領域 ラスボス 終了時プレイヤー復帰位置;SoulsFormats.MSB+Shape+Sphere;<187.303, 102.383, -617.607>;<0, -55.005, 0>;6;0;4294967295;255;-1;0;-1;;19002814;
m30_00_00_00;領域 リレミト地点;SoulsFormats.MSB+Shape+Sphere;<-95.696, 66.21, 103.219>;<0, -180, 0>;27;0;4294967295;255;-1;0;-1;;30002840;
m30_01_00_00;領域 復帰ポイント 帰還オブジェ用;SoulsFormats.MSB+Shape+Sphere;<-29.801, 50.418, -52.263>;<0, -120.589, 0>;49;0;4294967295;255;-1;0;-1;;30012840;
m30_02_00_00;領域 復帰ポイント 帰還オブジェ;SoulsFormats.MSB+Shape+Sphere;<41.058, 115.018, -8.216>;<0, -31.43, 0>;36;0;4294967295;255;-1;0;-1;;30022840;
m30_03_00_00;領域 墓地2-2 ワープ先;SoulsFormats.MSB+Shape+Box;<-8.833, 223.786, -24.099>;<0, 90, 0>;31;0;4294967295;255;-1;0;-1;;30032840;
m30_04_00_00;領域 復帰ポイント 帰還オブジェ;SoulsFormats.MSB+Shape+Sphere;<85.575, 66.415, 62.248>;<0, -127.67, 0>;31;0;4294967295;255;-1;0;-1;;30042840;
m30_05_00_00;帰還用オブジェイベント　帰還先;SoulsFormats.MSB+Shape+Sphere;<-73.268, 426.489, 112.048>;<0, 0, 0>;57;0;4294967295;255;-1;0;-1;;30052840;
m30_06_00_00;領域 墓地2-3 ワープ先;SoulsFormats.MSB+Shape+Box;<74.835, 239.601, 69.718>;<0, -95, 0>;50;0;4294967295;255;-1;0;-1;;30062840;
m30_07_00_00;領域 地下小探索脱出像 復帰位置;SoulsFormats.MSB+Shape+Sphere;<-127.036, 835.815, 122.312>;<0, 0.072, 0>;73;0;4294967295;255;-1;0;-1;;30072840;
m30_08_00_00;領域 地下小探索脱出像 復帰位置;SoulsFormats.MSB+Shape+Sphere;<44.256, 884.015, 8.414>;<0, -82.376, 0>;69;0;4294967295;255;-1;0;-1;;30082840;
m30_09_00_00;領域 地下小探索脱出像 復帰位置;SoulsFormats.MSB+Shape+Sphere;<107.392, 902.554, 15.977>;<0, 84.776, 0>;129;0;4294967295;255;-1;0;-1;;30092840;
m30_10_00_00;領域 地下小探索脱出像 復帰位置;SoulsFormats.MSB+Shape+Sphere;<62.655, 952.756, 135.249>;<0, 177.961, 0>;145;0;4294967295;255;-1;0;-1;;30102840;
m30_11_00_00;領域 復帰ポイント 帰還オブジェ;SoulsFormats.MSB+Shape+Sphere;<-89.138, 192.797, 29.924>;<0, -92.143, 0>;24;0;4294967295;255;-1;0;-1;;30112840;
m30_12_00_00;領域 地下小探索脱出像 復帰位置;SoulsFormats.MSB+Shape+Sphere;<-39.078, 653.619, 104.722>;<0, 9.528, 0>;26;0;4294967295;255;-1;0;-1;;30122840;
m30_13_00_00;領域 墓地3-4 ワープ先;SoulsFormats.MSB+Shape+Box;<101.716, 969.694, 26.294>;<0, -60, 0>;62;0;4294967295;255;-1;0;-1;;30132840;
m30_14_00_00;領域 墓地4-1 ワープ先;SoulsFormats.MSB+Shape+Box;<-54.638, 128.395, 84.671>;<0, 180, 0>;41;0;4294967295;255;-1;0;-1;;30142840;
m30_15_00_00;領域 墓地4-2 ワープ先;SoulsFormats.MSB+Shape+Box;<89.119, 54.485, 70.045>;<0, -50, 0>;25;0;4294967295;255;-1;0;-1;;30152840;
m30_16_00_00;領域 墓地4-3 ワープ先;SoulsFormats.MSB+Shape+Box;<37.687, 5.029, -138.459>;<0, 0, 0>;13;0;4294967295;255;-1;0;-1;;30162840;
m30_17_00_00;領域 墓地5-1 ワープ先;SoulsFormats.MSB+Shape+Box;<-78.475, 1653.985, 120.094>;<0, -90, 0>;43;0;4294967295;255;-1;0;-1;;30172840;
m30_18_00_00;領域 墓地5-2 ワープ先;SoulsFormats.MSB+Shape+Box;<26.06, 1577.66, 107.799>;<0, 180, 0>;78;0;4294967295;255;-1;0;-1;;30182840;
m30_20_00_00;領域 脱出スペルワープ先;SoulsFormats.MSB+Shape+Sphere;<-105.101, 1338.619, -122.303>;<0, 179.815, 0>;6;0;4294967295;255;-1;0;-1;;30202840;
m31_00_00_00;領域 洞窟1-3 ワープ先;SoulsFormats.MSB+Shape+Box;<73.105, 62.459, 60.989>;<0, -95, 0>;16;0;4294967295;255;-1;0;-1;;31002840;
m31_01_00_00;領域 洞窟1-2 ワープ先;SoulsFormats.MSB+Shape+Box;<-104.604, -1.201, -41.108>;<0, -130, 0>;11;0;4294967295;255;-1;0;-1;;31012840;
m31_02_00_00;領域 ボス部屋からのワープ先;SoulsFormats.MSB+Shape+Box;<-116.392, 6.176, 31.324>;<0, -90, 0>;22;0;4294967295;255;-1;0;-1;;31022840;
m31_03_00_00;領域 ボス部屋からのワープ先;SoulsFormats.MSB+Shape+Box;<-61.937, 110.957, -7.423>;<0, -45, 0>;1;0;4294967295;255;-1;0;-1;;31032840;
m31_04_00_00;領域 洞窟2-1 ワープ先;SoulsFormats.MSB+Shape+Box;<14.837, 237.373, -38.174>;<0, 130, 0>;12;0;4294967295;255;-1;0;-1;;31042840;
m31_05_00_00;領域 洞窟2-2 ワープ先;SoulsFormats.MSB+Shape+Box;<-92.027, 235.636, 29.305>;<0, 180, 0>;33;0;4294967295;255;-1;0;-1;;31062840;
m31_06_00_00;領域 洞窟2-3 ワープ先;SoulsFormats.MSB+Shape+Box;<74.258, 236.171, 120.353>;<0, 95, 0>;2;0;4294967295;255;-1;0;-1;;31062840;
m31_07_00_00;領域 迷宮脱出スペル ワープ地点;SoulsFormats.MSB+Shape+Box;<-9.23, 799.522, 143.414>;<0, -15, 0>;60;0;4294967295;255;-1;0;-1;;31072840;
m31_09_00_00;領域 洞窟3-2 ワープ先;SoulsFormats.MSB+Shape+Box;<-69.246, 1032.837, -60.492>;<0, -100, 0>;40;0;4294967295;255;-1;0;-1;;31092840;
m31_10_00_00;領域 洞窟4-2 ワープ先;SoulsFormats.MSB+Shape+Box;<2.872, 159.439, 83.071>;<0, 175, 0>;5;0;4294967295;255;-1;0;-1;;31102840;
m31_11_00_00;領域 洞窟4-4 脱出ワープ先;SoulsFormats.MSB+Shape+Box;<127.155, 207.506, 64.088>;<0, 40, 0>;3;0;4294967295;255;-1;0;-1;;31112840;
m31_12_00_00;領域 洞窟5-1 脱出ワープ先;SoulsFormats.MSB+Shape+Box;<-54.504, 1254.79, 44.674>;<0, 30.669, 0>;33;0;4294967295;255;-1;0;-1;;31122840;
m31_15_00_00;領域 ボス部屋からのワープ先;SoulsFormats.MSB+Shape+Box;<48.689, -0.543, -40.064>;<0, 10, 0>;51;0;4294967295;255;-1;0;-1;;31152840;
m31_17_00_00;領域 洞窟1-6 ワープ先;SoulsFormats.MSB+Shape+Box;<67.967, 99.734, 94.417>;<0, -80, 0>;52;0;4294967295;255;-1;0;-1;;31172840;
m31_18_00_00;ワープ先 洞窟3-3;SoulsFormats.MSB+Shape+Box;<49.215, 838.123, 26.499>;<0, 0, 0>;50;0;4294967295;255;-1;0;-1;;31182840;
m31_19_00_00;ワープ先 3-4;SoulsFormats.MSB+Shape+Box;<103.042, 654.752, -55.198>;<0, 70, 0>;35;0;4294967295;255;-1;0;-1;;31192840;
m31_20_00_00;領域 洞窟4-3 脱出像ワープ先;SoulsFormats.MSB+Shape+Box;<139.321, 127.295, 42.138>;<0, 100, 0>;23;0;4294967295;255;-1;0;-1;;31202840;
m31_21_00_00;領域 洞窟4-4 脱出ポイント;SoulsFormats.MSB+Shape+Box;<-64.209, 87.72, 33.964>;<0, -20, 0>;2;0;4294967295;255;-1;0;-1;;31212190;
m31_22_00_00;領域 洞窟5-2 脱出ワープ先;SoulsFormats.MSB+Shape+Box;<-37.987, 1624.858, 108.919>;<0, 179.598, 0>;19;0;4294967295;255;-1;0;-1;;31222840;
m32_00_00_00;領域 復帰ポイント 帰還ワープ先;SoulsFormats.MSB+Shape+Sphere;<36.092, 27.889, -69.577>;<0, -180, 0>;10;0;4294967295;255;-1;0;-1;;32002840;
m32_01_00_00;領域 復帰ポイント 帰還ワープ先;SoulsFormats.MSB+Shape+Sphere;<119.39, 69.016, 2.612>;<0, -31.99, 0>;12;0;4294967295;255;-1;0;-1;;32012840;
m32_02_00_00;領域 復帰ポイント 帰還ワープ先;SoulsFormats.MSB+Shape+Sphere;<-101.064, 243.089, 26.011>;<0, 91.68, 0>;54;0;4294967295;255;-1;0;-1;;32022840;
m32_04_00_00;領域 復帰ポイント 帰還ワープ先;SoulsFormats.MSB+Shape+Sphere;<-180.585, 732.398, -100.756>;<0, -74.92, 0>;12;0;4294967295;255;-1;0;-1;;32042840;
m32_05_00_00;領域 復帰ポイント 帰還ワープ先;SoulsFormats.MSB+Shape+Sphere;<-52.423, 814.044, 31.531>;<0, -179.94, 0>;26;0;4294967295;255;-1;0;-1;;32052840;
m32_07_00_00;領域 復帰ポイント 帰還ワープ先;SoulsFormats.MSB+Shape+Sphere;<62.293, 150.623, 48.637>;<0, 5.58, 0>;21;0;4294967295;255;-1;0;-1;;32072840;
m32_08_00_00;領域 復帰ポイント ワープトラップ 竜に焼かれた廃墟から;SoulsFormats.MSB+Shape+Sphere;<38.14, 112.19, 203.88>;<0, 121.49, 0>;34;0;4294967295;255;-1;0;-1;;32082650;
m32_08_00_00;領域 復帰ポイント 帰還ワープ先;SoulsFormats.MSB+Shape+Sphere;<16.029, 86.431, 136.8>;<0, -6.45, 0>;31;0;4294967295;255;-1;0;-1;;32082840;
m32_11_00_00;領域 復帰ポイント 帰還ワープ先;SoulsFormats.MSB+Shape+Sphere;<45.945, 1258.846, -47.103>;<0, 3, 0>;13;0;4294967295;255;-1;0;-1;;32112840;
m34_10_00_00;復帰ポイント 神の橋 ワープ先;SoulsFormats.MSB+Shape+Sphere;<845.28, 47.12, 562.85>;<0, -115.81, 0>;43;0;4294967295;255;-1;0;-1;;34102600;
m34_11_00_00;※テスト用※　逆さ塔からのワープ位置;SoulsFormats.MSB+Shape+Point;<32.53, -0.99, 5.7>;<0, -96.3, 0>;3;0;4294967295;255;-1;0;-1;;34112920;
m34_11_00_00;領域 搭再反転時の待機位置 ;SoulsFormats.MSB+Shape+Sphere;<43.2, -3.18, 7.73>;<0, -99.13, 0>;8;0;4294967295;255;-1;0;-1;;34112160;
m34_12_00_00;領域 地下小探索脱出ポイント;SoulsFormats.MSB+Shape+Sphere;<-68.351, 808.698, 46.11>;<0, -115.47, 0>;83;0;4294967295;255;-1;0;-1;;34122840;
m34_14_00_00;ワープ先（下層）;SoulsFormats.MSB+Shape+Point;<633.44, 30.51, -528.84>;<0, -29.68, 0>;6;0;4294967295;255;-1;0;-1;;34142111;
m34_14_00_00;ワープ先（上層）;SoulsFormats.MSB+Shape+Sphere;<639.39, 319.34, -540.27>;<0, -32.99, 0>;5;0;4294967295;255;-1;0;-1;;34142110;
m34_14_00_00;領域 深淵→神の塔ワープポイント;SoulsFormats.MSB+Shape+Sphere;<591.793, 26.133, -457.737>;<-0, -29.24, 0>;63;0;4294967295;255;-1;0;-1;;34142852;
m34_15_00_00;神の塔3からのワープ先;SoulsFormats.MSB+Shape+Point;<4.972, 0.015, 28.919>;<0, 9.85, 0>;2;0;4294967295;255;-1;0;-1;;34152500;
