MapID;Name;ModelName;Unk08;SibPath;Position;Rotation;Scale;Unk44;MapStudioLayer;EntityID;UnkE04;LodParamID;UnkE09;IsPointLightShadowSrc;UnkE0B;IsShadowSrc;IsStaticShadowSrc;IsCascade3ShadowSrc;UnkE0F;UnkE10;IsShadowDest;IsShadowOnly;DrawByReflectCam;DrawOnlyReflectCam;EnableOnAboveShadow;DisablePointLightEffect;UnkE17;UnkE18;EntityGroupIDs[0];EntityGroupIDs[1];EntityGroupIDs[2];EntityGroupIDs[3];EntityGroupIDs[4];EntityGroupIDs[5];EntityGroupIDs[6];EntityGroupIDs[7];UnkE3C;UnkE3E;Unk1.DisplayGroups[0];Unk1.DisplayGroups[1];Unk1.DisplayGroups[2];Unk1.DisplayGroups[3];Unk1.DisplayGroups[4];Unk1.DisplayGroups[5];Unk1.DisplayGroups[6];Unk1.DisplayGroups[7];Unk1.DrawGroups[0];Unk1.DrawGroups[1];Unk1.DrawGroups[2];Unk1.DrawGroups[3];Unk1.DrawGroups[4];Unk1.DrawGroups[5];Unk1.DrawGroups[6];Unk1.DrawGroups[7];Unk1.CollisionMask[0];Unk1.CollisionMask[1];Unk1.CollisionMask[2];Unk1.CollisionMask[3];Unk1.CollisionMask[4];Unk1.CollisionMask[5];Unk1.CollisionMask[6];Unk1.CollisionMask[7];Unk1.CollisionMask[8];Unk1.CollisionMask[9];Unk1.CollisionMask[10];Unk1.CollisionMask[11];Unk1.CollisionMask[12];Unk1.CollisionMask[13];Unk1.CollisionMask[14];Unk1.CollisionMask[15];Unk1.CollisionMask[16];Unk1.CollisionMask[17];Unk1.CollisionMask[18];Unk1.CollisionMask[19];Unk1.CollisionMask[20];Unk1.CollisionMask[21];Unk1.CollisionMask[22];Unk1.CollisionMask[23];Unk1.CollisionMask[24];Unk1.CollisionMask[25];Unk1.CollisionMask[26];Unk1.CollisionMask[27];Unk1.CollisionMask[28];Unk1.CollisionMask[29];Unk1.CollisionMask[30];Unk1.CollisionMask[31];Unk1.Condition1;Unk1.Condition2;Unk1.UnkC2;Unk1.UnkC3;Unk1.UnkC4;Unk1.UnkC6;Unk2.Condition;Unk2.DispGroups[0];Unk2.DispGroups[1];Unk2.DispGroups[2];Unk2.DispGroups[3];Unk2.DispGroups[4];Unk2.DispGroups[5];Unk2.DispGroups[6];Unk2.DispGroups[7];Unk2.Unk24;Unk2.Unk26;Gparam.LightSetID;Gparam.FogParamID;Gparam.LightScatteringID;Gparam.EnvMapID;Unk7.Unk00;Unk7.Unk04;Unk7.Unk08;Unk7.Unk0C;Unk7.Unk10;Unk7.Unk14;Unk7.Unk18;Unk8.Unk00;Unk9.Unk00;Unk10.MapID;Unk10.Unk04;Unk10.Unk0C;Unk10.Unk10;Unk10.Unk14;UnkT02;UnkT10;UnkT11;UnkT12;AssetSfxParamRelativeID;UnkT1E;UnkT24;UnkT28;UnkT30;UnkT34;UnkPartNames[0];UnkPartNames[1];UnkPartNames[2];UnkPartNames[3];UnkPartNames[4];UnkPartNames[5];UnkT50;UnkT51;UnkT53;UnkT54;UnkT58;UnkT5C;UnkT60;UnkT64;AssetUnk1.Unk00;AssetUnk1.Unk04;AssetUnk1.DisableTorrentAssetOnly;AssetUnk1.Unk1C;AssetUnk1.Unk24;AssetUnk1.Unk26;AssetUnk1.Unk28;AssetUnk1.Unk2C;AssetUnk2.Unk00;AssetUnk2.Unk04;AssetUnk2.Unk14;AssetUnk2.Unk1C;AssetUnk2.Unk1D;AssetUnk2.Unk1E;AssetUnk2.Unk1F;AssetUnk3.Unk00;AssetUnk3.Unk04;AssetUnk3.Unk09;AssetUnk3.Unk0A;AssetUnk3.Unk0B;AssetUnk3.Unk0C;AssetUnk3.Unk0E;AssetUnk3.Unk10;AssetUnk3.Unk14;AssetUnk3.Unk18;AssetUnk3.Unk1C;AssetUnk3.Unk20;AssetUnk3.Unk24;AssetUnk3.Unk25;AssetUnk4.Unk00;AssetUnk4.Unk01;AssetUnk4.Unk02;AssetUnk4.Unk03;
m10_00_00_99;AEG002_113_0000;AEG002_113;0;N:\GR\data\Model\map\m10_00_00_99\sib\layout_00.sib;<1788.75, -273.6, 4506.4>;<0, 0, 0>;<1, 1, 1>;0;-1;0;0;0;0;0;0;False;0;0;1;0;True;False;False;False;0;False;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;-1;0;-1;0;0;False;255;-1;-1;-1;0;-1;-1;;;;;;;False;0;0;-1;-1;-1;-1;-1;0;False;False;-1;-1;-1;-1;-1;0;-1;-1;255;255;255;255;0;0;255;0;255;-1;0;-1;-1;-1;-1;-1;255;False;False;255;255;False;
m10_00_00_99;AEG002_114_0000;AEG002_114;0;N:\GR\data\Model\map\m10_00_00_99\sib\layout_00.sib;<1788.75, -273.6, 4506.4>;<0, 0, 0>;<1, 1, 1>;0;-1;0;0;0;0;0;0;False;0;0;1;0;True;False;False;False;0;False;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;4222976;2169421824;2155937812;1051136;4212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;-1;0;-1;0;0;False;255;-1;-1;-1;0;-1;-1;;;;;;;False;0;0;-1;-1;-1;-1;-1;0;False;False;-1;-1;-1;-1;-1;0;-1;-1;255;255;255;255;0;0;255;0;255;-1;0;-1;-1;-1;-1;-1;255;False;False;255;255;False;
m10_00_00_99;AEG002_115_0000;AEG002_115;0;N:\GR\data\Model\map\m10_00_00_99\sib\layout_00.sib;<1788.75, -273.6, 4506.4>;<0, 0, 0>;<1, 1, 1>;0;-1;0;0;0;0;0;0;False;0;0;1;0;True;False;False;False;0;False;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;-1;0;-1;0;0;False;255;-1;-1;-1;0;-1;-1;;;;;;;False;0;0;-1;-1;-1;-1;-1;0;False;False;-1;-1;-1;-1;-1;0;-1;-1;255;255;255;255;0;0;255;0;255;-1;0;-1;-1;-1;-1;-1;255;False;False;255;255;False;
m10_00_00_99;AEG002_116_0000;AEG002_116;0;N:\GR\data\Model\map\m10_00_00_99\sib\layout_00.sib;<1788.75, -273.6, 4506.4>;<0, 0, 0>;<1, 1, 1>;0;-1;0;0;0;0;0;0;False;0;0;1;0;True;False;False;False;0;False;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;2152644608;2147483668;1048576;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;-1;0;-1;0;0;False;255;-1;-1;-1;0;-1;-1;;;;;;;False;0;0;-1;-1;-1;-1;-1;0;False;False;-1;-1;-1;-1;-1;0;-1;-1;255;255;255;255;0;0;255;0;255;-1;0;-1;-1;-1;-1;-1;255;False;False;255;255;False;
m10_00_00_99;AEG002_117_0000;AEG002_117;0;N:\GR\data\Model\map\m10_00_00_99\sib\layout_00.sib;<-1539.25, -273.6, 3738.4>;<0, 0, 0>;<1, 1, 1>;0;-1;0;0;0;0;0;0;False;0;0;1;0;True;False;False;False;0;False;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;-1;0;-1;0;0;False;255;-1;-1;-1;0;-1;-1;;;;;;;False;0;0;-1;-1;-1;-1;-1;0;False;False;-1;-1;-1;-1;-1;0;-1;-1;255;255;255;255;0;0;255;0;255;-1;0;-1;-1;-1;-1;-1;255;False;False;255;255;False;
m10_00_00_99;AEG004_101_0000;AEG004_101;0;N:\GR\data\Model\map\m10_00_00_99\sib\layout_00.sib;<455.54053, -232.45824, -1330.5217>;<-6.71663, 148.63933, -4.371982>;<1, 1, 1>;0;-1;0;0;0;0;0;0;False;0;0;1;0;True;False;False;False;0;False;0;0;0;0;0;0;0;0;0;0;-1;0;659582976;2147483664;16;0;52;0;0;0;592457728;2147509264;2147483648;1048576;268435508;0;0;0;659582976;2147483664;16;0;131124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;-1;0;-1;0;0;False;255;-1;-1;-1;0;-1;-1;;;;;;;False;0;0;-1;-1;-1;-1;-1;0;False;False;-1;-1;-1;-1;-1;0;-1;-1;255;255;255;255;0;0;255;0;255;-1;0;-1;-1;-1;-1;-1;255;False;False;255;255;False;
m10_00_00_99;AEG004_101_0001;AEG004_101;1;N:\GR\data\Model\map\m10_00_00_99\sib\layout_00.sib;<432.33084, -244.59004, -1361.5101>;<-13.852179, 136.75104, -2.049239>;<1, 1, 1>;0;-1;0;0;0;0;0;0;False;0;0;1;0;True;False;False;False;0;False;0;0;0;0;0;0;0;0;0;0;-1;0;659582976;2147483664;16;0;52;0;0;0;592457728;25616;2147483648;1048576;268435508;0;0;0;659582976;2147483664;16;0;131124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;-1;0;-1;0;0;False;255;-1;-1;-1;0;-1;-1;;;;;;;False;0;0;-1;-1;-1;-1;-1;0;False;False;-1;-1;-1;-1;-1;0;-1;-1;255;255;255;255;0;0;255;0;255;-1;0;-1;-1;-1;-1;-1;255;False;False;255;255;False;
m10_00_00_99;AEG004_108_0000;AEG004_108;0;N:\GR\data\Model\map\m10_00_00_99\sib\layout_00.sib;<689.73254, -233.99593, -1173.6104>;<2E-06, -68.5, -4.5>;<1, 1, 1>;0;-1;0;0;0;0;0;0;False;0;0;1;0;True;False;False;False;0;False;0;0;0;0;0;0;0;0;0;0;-1;0;659582976;16;16;1048576;0;0;0;0;0;0;0;0;0;0;0;0;659582976;16;16;1048576;131072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;-1;0;-1;0;0;False;255;-1;-1;-1;0;-1;-1;;;;;;;False;0;0;-1;-1;-1;-1;-1;0;False;False;-1;-1;-1;-1;-1;0;-1;-1;255;255;255;255;0;0;255;0;255;-1;0;-1;-1;-1;-1;-1;255;False;False;255;255;False;
m10_00_00_99;AEG004_108_0001;AEG004_108;1;N:\GR\data\Model\map\m10_00_00_99\sib\layout_00.sib;<684.9912, -233.57437, -1162.4343>;<-8.69179, -124.29264, -3.849224>;<1, 1, 1>;0;-1;0;0;0;0;0;0;False;0;0;1;0;True;False;False;False;0;False;0;0;0;0;0;0;0;0;0;0;-1;0;659582976;16;16;1048576;0;0;0;0;0;0;0;0;0;0;0;0;659582976;16;16;1048576;131072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;-1;0;-1;0;0;False;255;-1;-1;-1;0;-1;-1;;;;;;;False;0;0;-1;-1;-1;-1;-1;0;False;False;-1;-1;-1;-1;-1;0;-1;-1;255;255;255;255;0;0;255;0;255;-1;0;-1;-1;-1;-1;-1;255;False;False;255;255;False;
m10_00_00_99;AEG004_109_0000;AEG004_109;0;N:\GR\data\Model\map\m10_00_00_99\sib\layout_00.sib;<154.92348, -265.9179, -709.5249>;<72.66013, 103.53803, -20.53722>;<1, 1, 1>;0;-1;0;0;0;0;0;0;False;0;0;1;0;True;False;False;False;0;False;0;0;0;0;0;0;0;0;0;0;-1;0;659582976;16;16;1048576;0;0;0;0;0;0;0;0;0;0;0;0;659582976;16;16;1048576;131072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;-1;0;-1;0;0;False;255;-1;-1;-1;0;-1;-1;;;;;;;False;0;0;-1;-1;-1;-1;-1;0;False;False;-1;-1;-1;-1;-1;0;-1;-1;255;255;255;255;0;0;255;0;255;-1;0;-1;-1;-1;-1;-1;255;False;False;255;255;False;
