MapID;Name;Shape;Position;Rotation;Unk2C;Unk40;MapStudioLayer;UnkE08;MapID;UnkS04;UnkS0C;ActivationPartName;EntityID;EffectID;UnkT04;
m10_01_00_00;【GD_エジンバラ城落葉 】_810210_1007;SoulsFormats.MSB+Shape+Point;<-36.809, 23.889, -87.813>;<0, -161.86, 0>;9001;0;4294967295;255;-1;0;-1;m000045_1000;0;810210;0;
m10_01_00_00;【GD_エジンバラ城落葉 】_810210_1008;SoulsFormats.MSB+Shape+Point;<-26.015, 33.108, -105.696>;<0, 168.156, 0>;9002;0;4294967295;255;-1;0;-1;m000040_1000;0;810210;0;
m10_01_00_00;【GD_エジンバラ城落葉 】_810210_1010;SoulsFormats.MSB+Shape+Point;<-29.004, 36.402, -140.554>;<0, -161.86, 0>;9069;0;4294967295;255;-1;0;-1;m000030_2000;0;810210;0;
m10_01_00_00;【GD_エジンバラ城落葉 】_810210_1011;SoulsFormats.MSB+Shape+Point;<-5.522, 38.251, -147.167>;<0, -161.86, 0>;9070;0;4294967295;255;-1;0;-1;m000030_2000;0;810210;0;
m10_01_00_00;【GD_エジンバラ城落葉 】_810210_1012;SoulsFormats.MSB+Shape+Point;<-10.542, 26.332, -28.532>;<0, 168.156, 0>;9071;0;4294967295;255;-1;0;-1;m000050_1000;0;810210;0;
m10_01_00_00;【GD_エジンバラ城落葉 】_810210_1013;SoulsFormats.MSB+Shape+Point;<-45.604, 36.464, -93.633>;<0, 168.156, 0>;9072;0;4294967295;255;-1;0;-1;m000040_1000;0;810210;0;
m10_01_00_00;【GD_屋外フォグ・草・灰】_810301_1002;SoulsFormats.MSB+Shape+Point;<-47.204, 21.664, -79.489>;<-0, 80.211, 0>;8536;0;4294967295;255;-1;0;-1;m000045_1000;0;810301;0;
m10_01_00_00;【GD_屋外フォグ・草・灰】_810301_1003;SoulsFormats.MSB+Shape+Point;<-56.003, 21.464, -37.079>;<-0, 72.021, 0>;8533;0;4294967295;255;-1;0;-1;m000045_1000;0;810301;0;
m10_01_00_00;【GD_屋外フォグ・草・灰】_810301_1006;SoulsFormats.MSB+Shape+Point;<-41.271, 21.418, -59.605>;<0, 70.538, 0>;8538;0;4294967295;255;-1;0;-1;m000045_1000;0;810301;0;
m10_01_00_00;【GD_屋外フォグ・草・灰】_810301_1007;SoulsFormats.MSB+Shape+Point;<-4.086, 18.872, -25.02>;<-0, 127.035, 0>;8534;0;4294967295;255;-1;0;-1;m000050_1000;0;810301;0;
m10_01_00_00;【GD_屋外フォグ・草・灰】_810301_1008;SoulsFormats.MSB+Shape+Point;<-29.236, 27.276, -122.157>;<-0, 85.211, 0>;8535;0;4294967295;255;-1;0;-1;m000030_2000;0;810301;0;
m10_01_00_00;【GD_屋外フォグ・草・灰】_810301_1009;SoulsFormats.MSB+Shape+Point;<-28.157, 29.745, -143.78>;<-0, 100.211, 0>;8539;0;4294967295;255;-1;0;-1;m000030_2000;0;810301;0;
m11_00_00_00;【GD_SFX_ろうそくの炎】_800400_1002;SoulsFormats.MSB+Shape+Point;<-282.188, -18.444, -317.992>;<-0, 60.999, 0>;8691;0;4294967295;255;-1;0;-1;;0;800400;0;
m11_00_00_00;【GD_SFX_ろうそくの炎】_800400_1003;SoulsFormats.MSB+Shape+Point;<-280.179, -18.444, -321.482>;<-0, 60.999, 0>;8692;0;4294967295;255;-1;0;-1;;0;800400;0;
m11_00_00_00;【GD_SFX_ろうそくの炎】_800400_1004;SoulsFormats.MSB+Shape+Point;<-290.402, -10.393, -288.404>;<-0, 60.999, 0>;8697;0;4294967295;255;-1;0;-1;;0;800400;0;
m11_00_00_00;【GD_SFX_大きな炎】_811040_1000;SoulsFormats.MSB+Shape+Point;<-289.354, -22.33, -280.07>;<-0, 60.999, 0>;8693;0;4294967295;255;-1;0;-1;;0;811040;0;
m11_00_00_00;【GD_SFX_大きな炎】_811040_1001;SoulsFormats.MSB+Shape+Point;<-272.109, -22.381, -270.107>;<-0, 60.999, 0>;8694;0;4294967295;255;-1;0;-1;;0;811040;0;
m11_00_00_00;【GD_SFX_大きな炎】_811040_1002;SoulsFormats.MSB+Shape+Point;<-281.894, -22.33, -293.006>;<-0, 60.999, 0>;8695;0;4294967295;255;-1;0;-1;;0;811040;0;
m11_00_00_00;【GD_SFX_大きな炎】_811040_1003;SoulsFormats.MSB+Shape+Point;<-264.673, -22.33, -283.04>;<-0, 60.999, 0>;8696;0;4294967295;255;-1;0;-1;;0;811040;0;
m11_00_00_00;【GD_カメラ前SFX】_811002_1008;SoulsFormats.MSB+Shape+Point;<-166.313, -131.093, -209.528>;<-0, -110, -0>;9132;0;4294967295;255;-1;0;-1;h900000;11003690;811002;0;
m11_00_00_00;【GD_王都室内高さフォグ】_811020_1005;SoulsFormats.MSB+Shape+Point;<-139.971, 30, -389.252>;<-0, -0, 0>;9338;0;4294967295;255;-1;0;-1;h013700;0;811020;0;
m11_00_00_00;【GD_王都室内高さフォグ】_811020_1006;SoulsFormats.MSB+Shape+Point;<-164.699, 30, -389.252>;<-0, -0, 0>;9339;0;4294967295;255;-1;0;-1;h013700;0;811020;0;
m11_00_00_00;【GD_王都室内高さフォグ】_811020_1007;SoulsFormats.MSB+Shape+Point;<-109.711, 30, -389.252>;<-0, -0, 0>;9329;0;4294967295;255;-1;0;-1;h013700;0;811020;0;
m11_00_00_00;【GD】811620_1000;SoulsFormats.MSB+Shape+Point;<75.325, 84.348, -465.72>;<-0, 142.5, 0>;8521;0;4294967295;255;-1;0;-1;;0;811620;0;
m11_05_00_00;【GD_SFX_流れる灰_砂埃_20*20 】_811050_1000;SoulsFormats.MSB+Shape+Point;<-96.302, -13.961, -202.625>;<0, -40, 0>;9025;0;4294967295;255;-1;0;-1;h024300;0;811050;0;
m11_05_00_00;【GD_SFX_流れる灰_砂埃_20*20 】_811050_1001;SoulsFormats.MSB+Shape+Point;<-167.368, -45.225, -209.646>;<0, -40, 0>;9026;0;4294967295;255;-1;0;-1;h024300;0;811050;0;
m11_05_00_00;【GD_SFX_流れる灰_砂埃_20*20 】_811050_1002;SoulsFormats.MSB+Shape+Point;<-82.742, -11.64, -266.072>;<0, -40, 0>;9027;0;4294967295;255;-1;0;-1;h024300;0;811050;0;
m11_05_00_00;【GD_SFX_流れる灰_砂埃_20*20 】_811050_1003;SoulsFormats.MSB+Shape+Point;<-149.314, -13.11, -316.64>;<0, -40, 0>;9028;0;4294967295;255;-1;0;-1;h024300;0;811050;0;
m11_05_00_00;【GD_SFX_流れる灰_砂埃_20*20 】_811050_1004;SoulsFormats.MSB+Shape+Point;<-150.292, -30.025, -154.255>;<0, -40, 0>;9029;0;4294967295;255;-1;0;-1;h024300;0;811050;0;
m11_05_00_00;【GD_SFX_流れる灰_砂埃_20*20 】_811050_1005;SoulsFormats.MSB+Shape+Point;<-77.692, -13.226, -144.306>;<0, -40, 0>;9030;0;4294967295;255;-1;0;-1;h024300;0;811050;0;
m11_05_00_00;【GD_SFX_流れる灰_砂埃_20*20 】_811050_1006;SoulsFormats.MSB+Shape+Point;<-234.78, -31.767, -177.188>;<0, -40, 0>;9031;0;4294967295;255;-1;0;-1;h024300;0;811050;0;
m11_05_00_00;【GD_SFX_流れる灰_砂埃_20*20 】_811050_1007;SoulsFormats.MSB+Shape+Point;<36.179, -44.479, -251.205>;<0, -40, 0>;9032;0;4294967295;255;-1;0;-1;h024300;0;811050;0;
m11_05_00_00;【GD_SFX_流れる灰_砂埃_20*20 】_811050_1008;SoulsFormats.MSB+Shape+Point;<24.101, -44.479, -167.419>;<0, -40, 0>;9033;0;4294967295;255;-1;0;-1;h024300;0;811050;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_001;SoulsFormats.MSB+Shape+Point;<-289.364, -12.62, -309.408>;<-0, 60.999, 0>;8523;0;4294967295;255;-1;0;-1;AEG221_250_4500;11102111;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_002;SoulsFormats.MSB+Shape+Point;<-282.662, -12.62, -304.521>;<-0, 119.508, 0>;8524;0;4294967295;255;-1;0;-1;AEG221_250_4500;11102112;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_003;SoulsFormats.MSB+Shape+Point;<-293.529, -12.62, -316.199>;<-0, 119.508, 0>;8525;0;4294967295;255;-1;0;-1;AEG221_250_4500;11102113;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_004;SoulsFormats.MSB+Shape+Point;<-290.706, -12.62, -327.304>;<-0, 60.999, 0>;8526;0;4294967295;255;-1;0;-1;AEG221_250_4500;11102114;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_005;SoulsFormats.MSB+Shape+Point;<-284.778, -12.62, -318.412>;<-0, 30.572, 0>;8544;0;4294967295;255;-1;0;-1;AEG221_250_4500;11102115;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_006;SoulsFormats.MSB+Shape+Point;<-266.877, -12.62, -298.022>;<-0, 30.572, 0>;8545;0;4294967295;255;-1;0;-1;AEG221_251_4500;11102116;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_007;SoulsFormats.MSB+Shape+Point;<-257.294, -12.62, -291.296>;<-0, 30.572, 0>;8546;0;4294967295;255;-1;0;-1;AEG221_251_4500;11102117;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_008;SoulsFormats.MSB+Shape+Point;<-272.859, -12.62, -255.83>;<-0, 30.572, 0>;8547;0;4294967295;255;-1;0;-1;AEG221_253_4500;11102118;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_009;SoulsFormats.MSB+Shape+Point;<-279.809, -12.62, -262.707>;<-0, 30.572, 0>;8548;0;4294967295;255;-1;0;-1;AEG221_253_4500;11102119;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_010;SoulsFormats.MSB+Shape+Point;<-289.422, -12.62, -268.522>;<-0, 30.572, 0>;8549;0;4294967295;255;-1;0;-1;AEG221_253_4500;11102120;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_011;SoulsFormats.MSB+Shape+Point;<-299.648, -12.62, -274.946>;<-0, 30.572, 0>;8550;0;4294967295;255;-1;0;-1;AEG221_252_4500;11102121;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_012;SoulsFormats.MSB+Shape+Point;<-312.169, -12.62, -277.952>;<-0, 30.572, 0>;8551;0;4294967295;255;-1;0;-1;AEG221_252_4500;11102122;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_013;SoulsFormats.MSB+Shape+Point;<-321.252, -12.62, -285.929>;<-0, 30.572, 0>;8552;0;4294967295;255;-1;0;-1;AEG221_252_4500;11102123;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_014;SoulsFormats.MSB+Shape+Point;<-322.906, -12.62, -273.616>;<-0, 30.572, 0>;8553;0;4294967295;255;-1;0;-1;AEG221_254_4500;11102124;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_015;SoulsFormats.MSB+Shape+Point;<-317.387, -12.62, -266.819>;<-0, 30.572, 0>;8554;0;4294967295;255;-1;0;-1;AEG221_254_4500;11102125;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_016;SoulsFormats.MSB+Shape+Point;<-323.082, -5.407, -301.226>;<-0, 30.572, 0>;8555;0;4294967295;255;-1;0;-1;AEG221_249_4500;11102126;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_017;SoulsFormats.MSB+Shape+Point;<-321.988, -5.407, -315.638>;<-0, 30.572, 0>;8556;0;4294967295;255;-1;0;-1;AEG221_249_4500;11102127;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_018;SoulsFormats.MSB+Shape+Point;<-346.419, -2.45, -318.926>;<-0, 30.572, 0>;8557;0;4294967295;255;-1;0;-1;AEG221_248_4500;11102128;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_019;SoulsFormats.MSB+Shape+Point;<-352.688, -2.817, -329.787>;<-0, 30.572, 0>;8558;0;4294967295;255;-1;0;-1;AEG221_248_4500;11102129;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_020;SoulsFormats.MSB+Shape+Point;<-288.21, -5.407, -299.179>;<-0, 30.572, 0>;8559;0;4294967295;255;-1;0;-1;AEG220_295_4500;11102130;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_021;SoulsFormats.MSB+Shape+Point;<-283.629, -4.001, -283.62>;<-0, 30.572, 0>;8560;0;4294967295;255;-1;0;-1;AEG220_295_4500;11102131;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_022;SoulsFormats.MSB+Shape+Point;<-303.005, -4.347, -287.401>;<-0, 30.572, 0>;8561;0;4294967295;255;-1;0;-1;AEG220_295_4500;11102132;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_023;SoulsFormats.MSB+Shape+Point;<-276.697, -4.001, -271.264>;<-0, 30.572, 0>;8562;0;4294967295;255;-1;0;-1;AEG220_295_4500;11102133;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_024;SoulsFormats.MSB+Shape+Point;<-269.439, -4.001, -282.612>;<-0, 30.572, 0>;8563;0;4294967295;255;-1;0;-1;AEG220_295_4500;11102134;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_025;SoulsFormats.MSB+Shape+Point;<-256.981, -23.493, -294.096>;<-0, 30.572, 0>;8564;0;4294967295;255;-1;0;-1;AEG221_260_4500;11102135;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_026;SoulsFormats.MSB+Shape+Point;<-267.919, -23.493, -298.34>;<-0, 30.572, 0>;8565;0;4294967295;255;-1;0;-1;AEG221_260_4500;11102136;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_027;SoulsFormats.MSB+Shape+Point;<-279.515, -23.493, -303.011>;<-0, 30.572, 0>;8566;0;4294967295;255;-1;0;-1;AEG221_259_4500;11102137;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_028;SoulsFormats.MSB+Shape+Point;<-284.66, -23.493, -320.946>;<-0, 30.572, 0>;8567;0;4294967295;255;-1;0;-1;AEG221_262_4500;11102138;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_029;SoulsFormats.MSB+Shape+Point;<-291.041, -23.493, -328.469>;<-0, 30.572, 0>;8568;0;4294967295;255;-1;0;-1;AEG221_262_4500;11102139;811110;0;
m11_10_00_00;【GD_SFX_パラパラ火の粉_炎上後】_811110_030;SoulsFormats.MSB+Shape+Point;<-297.423, -23.493, -317.824>;<-0, 30.572, 0>;8569;0;4294967295;255;-1;0;-1;AEG221_261_4500;11102140;811110;0;
