MapID;Name;Shape;Position;Rotation;Unk2C;Unk40;MapStudioLayer;UnkE08;MapID;UnkS04;UnkS0C;ActivationPartName;EntityID;
m10_00_00_00;領域 NPC 傭兵剣士 移動領域２;SoulsFormats.MSB+Shape+Sphere;<-293.859, 81.148, 406.317>;<0, 0, 0>;311;0;4294967295;255;-1;0;-1;;10000765;
m10_00_00_00;領域 エレベーター起動領域 監視塔 下側;SoulsFormats.MSB+Shape+Box;<-236.51, 66.21, 93.12>;<0, -25, 0>;4;0;4294967295;255;-1;0;-1;;10002512;
m10_00_00_00;領域 エレベーター起動領域 監視塔 上側;SoulsFormats.MSB+Shape+Box;<-236.54, 97.56, 93>;<0, -28, 0>;3;0;4294967295;255;-1;0;-1;;10002511;
m10_00_00_00;領域 エレベーター起動領域 関所 下側;SoulsFormats.MSB+Shape+Box;<-258.877, 70.868, 248.24>;<0, -13.4, 0>;6;0;4294967295;255;-1;0;-1;;10002517;
m10_00_00_00;領域 エレベーター起動領域 関所 上側;SoulsFormats.MSB+Shape+Box;<-258.888, 91.223, 248.246>;<0, -13.4, 0>;7;0;4294967295;255;-1;0;-1;;10002516;
m10_00_00_00;領域 エレベーター起動領域 城壁下 下側;SoulsFormats.MSB+Shape+Box;<-268.535, -17.83, 85.623>;<0, -116.645, 0>;434;0;4294967295;255;-1;0;-1;;10002522;
m10_00_00_00;領域 エレベーター起動領域 城壁下 上側;SoulsFormats.MSB+Shape+Box;<-268.486, 97.544, 85.677>;<0, -117.31, 0>;435;0;4294967295;255;-1;0;-1;;10002521;
m10_00_00_00;領域 バディ 召喚上書き 並木道;SoulsFormats.MSB+Shape+Box;<-179.363, 74.639, 276.158>;<0, -39.532, 0>;498;0;4294967295;255;-1;0;-1;;10002150;
m10_00_00_00;領域 バディ 神の門 石碑起動範囲上書き;SoulsFormats.MSB+Shape+Composite;<0, 0, 0>;<0, 0, 0>;432;0;4294967295;255;-1;0;-1;;10002600;
m10_00_00_00;領域 バディ 神の門 石碑起動範囲上書き00;SoulsFormats.MSB+Shape+Box;<-187.535, 51.992, 62.516>;<0, -25.291, 0>;344;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 バディ 神の門 石碑起動範囲上書き01;SoulsFormats.MSB+Shape+Box;<-199.048, 52.473, 56.955>;<0, 64.775, 0>;431;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 バディ召喚上書き 神の門前;SoulsFormats.MSB+Shape+Composite;<0, 0, 0>;<0, 0, 0>;493;0;4294967295;255;-1;0;-1;;10002152;
m10_00_00_00;領域 バディ召喚上書き 中央広場;SoulsFormats.MSB+Shape+Composite;<0, 0, 0>;<0, 0, 0>;494;0;4294967295;255;-1;0;-1;;10002154;
m10_00_00_00;領域 ボス マルギット カットシーン後ワープ位置;SoulsFormats.MSB+Shape+Sphere;<-3.835, -3.929, -18.05>;<0, 90.03, 0>;370;0;4294967295;255;-1;0;-1;;10002852;
m10_00_00_00;領域 ボス マルギット バディ召喚上書き;SoulsFormats.MSB+Shape+Composite;<0, 0, 0>;<0, 0, 0>;366;0;4294967295;255;-1;0;-1;;10002158;
m10_00_00_00;領域 ボス マルギット バディ召喚上書きA;SoulsFormats.MSB+Shape+Box;<3.641, -9.573, -17.305>;<0, 91.464, 0>;364;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 ボス マルギット バディ召喚上書きB;SoulsFormats.MSB+Shape+Box;<-20.877, -9.578, -17.424>;<0, -79.057, 0>;365;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 ボス マルギット 共闘NPC  ロジェール ボス前領域【day1追加】;SoulsFormats.MSB+Shape+Box;<20.045, -7.486, -11.816>;<0, -87.63, 0>;525;0;4294967295;255;-1;0;-1;;10002859;
m10_00_00_00;領域 ボス マルギット 共闘NPC  ロジェール 旋回目標ポイント【day1追加】;SoulsFormats.MSB+Shape+Box;<18.215, -7.298, -12.033>;<0, -7.1, 0>;526;0;4294967295;255;-1;0;-1;;10002855;
m10_00_00_00;領域 ボス マルギット 共闘NPC  ロジェール 白サイン位置【day1追加】;SoulsFormats.MSB+Shape+Sphere;<22.402, -7.593, -8.73>;<0, -91.67, 0>;524;0;4294967295;255;-1;0;-1;;10002722;
m10_00_00_00;領域 ボス マルギット 共闘NPC  ロジェール 領域【day1追加】;SoulsFormats.MSB+Shape+Sphere;<22.402, -7.593, -8.73>;<0, -91.67, 0>;527;0;4294967295;255;-1;0;-1;;10002723;
m10_00_00_00;領域 ボス マルギット 戦闘開始領域（2戦目以降）;SoulsFormats.MSB+Shape+Box;<18.215, -7.298, -12.033>;<0, -7.1, 0>;96;0;4294967295;255;-1;0;-1;;10002850;
m10_00_00_00;領域 ボス 接ぎ木の王 A下側【day1追加】;SoulsFormats.MSB+Shape+Box;<-242.109, 64.947, 324.261>;<0, -35, 0>;520;0;4294967295;255;-1;0;-1;;10002820;
m10_00_00_00;領域 ボス 接ぎ木の王 A上側【day1追加】;SoulsFormats.MSB+Shape+Box;<-246.03, 74.607, 332.647>;<0, -50, 0>;521;0;4294967295;255;-1;0;-1;;10002821;
m10_00_00_00;領域 ボス 接ぎ木の王 B下側【day1追加】;SoulsFormats.MSB+Shape+Box;<-255.56, 64.667, 345.724>;<0, -50, 0>;288;0;4294967295;255;-1;0;-1;;10002824;
m10_00_00_00;領域 ボス 接ぎ木の王 B上側【day1追加】;SoulsFormats.MSB+Shape+Box;<-263.775, 74.95, 347.859>;<0, -50, 0>;519;0;4294967295;255;-1;0;-1;;10002825;
m10_00_00_00;領域 ボス 接ぎ木の王 HUカットシーン後プレイヤーワープ位置;SoulsFormats.MSB+Shape+Sphere;<-218.27, 75.37, 332.23>;<0, 137.06, 0>;268;0;4294967295;255;-1;0;-1;;10002811;
m10_00_00_00;領域 ボス 接ぎ木の王 バディ起動範囲;SoulsFormats.MSB+Shape+Composite;<0, 0, 0>;<0, 0, 0>;363;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 ボス 接ぎ木の王 バディ起動範囲00;SoulsFormats.MSB+Shape+Box;<-240.418, 70.582, 349.974>;<0, -40.174, 0>;355;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 ボス 接ぎ木の王 バディ起動範囲01;SoulsFormats.MSB+Shape+Box;<-254.563, 70.682, 404.771>;<0, 9.954, 0>;356;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 ボス 接ぎ木の王 バディ起動範囲02;SoulsFormats.MSB+Shape+Box;<-289.453, 70.675, 375.568>;<0, -89.978, 0>;362;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 ボス 接ぎ木の王 バディ召喚上書き;SoulsFormats.MSB+Shape+Composite;<0, 0, 0>;<0, 0, 0>;501;0;4294967295;255;-1;0;-1;;10002156;
m10_00_00_00;領域 ボス 接ぎ木の王 バディ召喚上書きA;SoulsFormats.MSB+Shape+Box;<-237.283, 70.324, 352.824>;<0, -40.108, 0>;497;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 ボス 接ぎ木の王 バディ召喚上書きB;SoulsFormats.MSB+Shape+Box;<-288.546, 77.449, 375.569>;<0, 0, 0>;499;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 ボス 接ぎ木の王 バディ召喚上書きC;SoulsFormats.MSB+Shape+Box;<-253.527, 79.285, 405.583>;<0, -80, 0>;500;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 ボス 接ぎ木の王 ボス戦開始領域;SoulsFormats.MSB+Shape+Box;<-205.409, 81.414, 316.939>;<0, -40, 0>;2;0;4294967295;255;-1;0;-1;;10002800;
m10_00_00_00;領域 ボス 接ぎ木の王 共闘NPC ネフェリ 召喚領域;SoulsFormats.MSB+Shape+Sphere;<-199.15, 81.87, 312.45>;<0, 57.77, 0>;507;0;4294967295;255;-1;0;-1;;10002731;
m10_00_00_00;領域 ボス 接ぎ木の王 共闘NPC ネフェリ 白サイン位置;SoulsFormats.MSB+Shape+Sphere;<-199.15, 81.87, 312.45>;<0, 57.77, 0>;505;0;4294967295;255;-1;0;-1;;10002730;
m10_00_00_00;領域 ボス 接ぎ木の王 共闘NPC ボス前領域 ;SoulsFormats.MSB+Shape+Box;<-203.624, 81.804, 314.823>;<0, 139.744, 0>;315;0;4294967295;255;-1;0;-1;;10002809;
m10_00_00_00;領域 ボス 接ぎ木の王 共闘NPC 入場後旋回目標ポイント;SoulsFormats.MSB+Shape+Box;<-205.409, 81.414, 316.939>;<0, -40, 0>;506;0;4294967295;255;-1;0;-1;;10002805;
m10_00_00_00;領域 ボス 接ぎ木の王 初戦カットシーン後プレイヤーワープ位置;SoulsFormats.MSB+Shape+Sphere;<-205.169, 82.004, 316.639>;<0, 141.262, 0>;442;0;4294967295;255;-1;0;-1;;10002810;
m10_00_00_00;領域 ボス 接ぎ木の王 初戦カットシーン再生フラグ;SoulsFormats.MSB+Shape+Box;<-202.714, 81.675, 313.961>;<0, 139.754, 0>;443;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 ボス 接ぎ木の王 初戦開始領域;SoulsFormats.MSB+Shape+Box;<-210.025, 78.948, 321.902>;<0, -40.237, 0>;371;0;4294967295;255;-1;0;-1;;10002801;
m10_00_00_00;領域 一方通行扉（片） 関所 Close側;SoulsFormats.MSB+Shape+Box;<-283.942, 71.36, 243.671>;<0, -13.656, 0>;1;0;4294967295;255;-1;0;-1;;10002561;
m10_00_00_00;領域 一方通行扉（片） 関所 Open側;SoulsFormats.MSB+Shape+Box;<-285.996, 71.535, 243.205>;<0, -12.834, 0>;0;0;4294967295;255;-1;0;-1;;10002560;
m10_00_00_00;領域 一方通行扉（片） 兵舎2F Close側;SoulsFormats.MSB+Shape+Box;<-195.487, 75.162, 93.435>;<0, -30, 0>;119;0;4294967295;255;-1;0;-1;;10002567;
m10_00_00_00;領域 一方通行扉（片） 兵舎2F Open側;SoulsFormats.MSB+Shape+Box;<-196.338, 75.384, 95.343>;<0, -26, 0>;120;0;4294967295;255;-1;0;-1;;10002566;
m10_00_00_00;領域 幻視ワープ00 王都へ 開始領域;SoulsFormats.MSB+Shape+Box;<-237.536, 73.692, 354.499>;<0, -40.108, 0>;430;0;4294967295;255;-1;0;-1;;1;
m10_00_00_00;領域 攻撃禁止 教会;SoulsFormats.MSB+Shape+Box;<-270.378, 77.504, 185.293>;<0, 180, 0>;508;0;4294967295;255;-1;0;-1;;10002740;
m10_00_00_00;領域 攻撃禁止 玉座の間;SoulsFormats.MSB+Shape+Composite;<0, 0, 0>;<0, 0, 0>;513;0;4294967295;255;-1;0;-1;;10002741;
m10_00_00_00;領域 攻撃禁止 玉座の間A;SoulsFormats.MSB+Shape+Box;<-274.827, 81.049, 396.003>;<0, -40, 0>;509;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 攻撃禁止 玉座の間B;SoulsFormats.MSB+Shape+Cylinder;<-285.372, 80.848, 408.549>;<0, 5, 0>;510;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 攻撃禁止 玉座の間C;SoulsFormats.MSB+Shape+Box;<-268.961, 79.093, 419.964>;<0, -20.859, 0>;511;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 攻撃禁止 玉座の間D;SoulsFormats.MSB+Shape+Box;<-298.888, 79.113, 394.692>;<0, -56.902, 0>;512;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 敵 下層 犬ネズミ大;SoulsFormats.MSB+Shape+Box;<-286.482, 22.483, 194.912>;<0, -10.1, 0>;79;0;4294967295;255;-1;0;-1;;10002285;
m10_00_00_00;領域 敵 下層 蛇霊起動;SoulsFormats.MSB+Shape+Box;<-252.588, 11.381, 136.941>;<0, -23, 0>;65;0;4294967295;255;-1;0;-1;;10002291;
m10_00_00_00;領域 敵 下層 上層コウモリ;SoulsFormats.MSB+Shape+Box;<-300.308, 61.122, 201.734>;<0, -87, 0>;59;0;4294967295;255;-1;0;-1;;10002544;
m10_00_00_00;領域 敵 崖道 崖際;SoulsFormats.MSB+Shape+Composite;<0, 0, 0>;<0, 0, 0>;373;0;4294967295;255;-1;0;-1;;10002461;
m10_00_00_00;領域 敵 崖道 崖際A;SoulsFormats.MSB+Shape+Box;<-158.79, 10.566, -65.711>;<0, -65.924, 0>;328;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 敵 崖道 崖際B;SoulsFormats.MSB+Shape+Box;<-144.898, 10.584, -56.422>;<0, -44.847, 0>;372;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 敵 崖道 崖際C;SoulsFormats.MSB+Shape+Box;<-157.406, 11.843, -51.727>;<0, -24.847, 0>;424;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 敵 崖道 第一陣;SoulsFormats.MSB+Shape+Composite;<0, 0, 0>;<0, 0, 0>;280;0;4294967295;255;-1;0;-1;;10002460;
m10_00_00_00;領域 敵 崖道 第一陣A;SoulsFormats.MSB+Shape+Box;<-168.787, 26.729, -25.939>;<0, -23, 0>;32;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 敵 崖道 第一陣B;SoulsFormats.MSB+Shape+Box;<-175.127, 26.599, -35.055>;<0, 17.209, 0>;273;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 敵 崖道 第二陣;SoulsFormats.MSB+Shape+Box;<-209.386, 26.433, -74.775>;<0, -41.075, 0>;60;0;4294967295;255;-1;0;-1;;10002463;
m10_00_00_00;領域 敵 監視塔 3F見晴台;SoulsFormats.MSB+Shape+Composite;<0, 0, 0>;<0, 0, 0>;146;0;4294967295;255;-1;0;-1;;10002311;
m10_00_00_00;領域 敵 監視塔 3F見晴台A;SoulsFormats.MSB+Shape+Box;<-251.031, 107.06, 106.634>;<0, -26.6, 0>;82;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 敵 監視塔 3F見晴台B;SoulsFormats.MSB+Shape+Box;<-266.656, 107.06, 114.468>;<0, -26.6, 0>;144;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 敵 監視塔 3F見晴台C;SoulsFormats.MSB+Shape+Box;<-258.411, 106.498, 103.974>;<0, -76.6, 0>;9;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 敵 監視塔 騎士;SoulsFormats.MSB+Shape+Box;<-268.32, 88.126, 85.394>;<0, -31, 0>;34;0;4294967295;255;-1;0;-1;;10002260;
m10_00_00_00;領域 敵 監視塔 上層;SoulsFormats.MSB+Shape+Box;<-262.091, 102.644, 88.958>;<0, -28, 0>;301;0;4294967295;255;-1;0;-1;;10002313;
m10_00_00_00;領域 敵 関所城壁 槍奇襲;SoulsFormats.MSB+Shape+Box;<-226.949, 91.21, 268.441>;<0, 50, 0>;58;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 敵 関所前 狂騎士ＡＩ音カット率上昇効果削除;SoulsFormats.MSB+Shape+Box;<-234.294, 76.484, 247.536>;<0, -14, 0>;95;0;4294967295;255;-1;0;-1;;10002276;
m10_00_00_00;領域 敵 関所前 蛇霊出現;SoulsFormats.MSB+Shape+Composite;<0, 0, 0>;<0, 0, 0>;109;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 敵 関所前 蛇霊出現A;SoulsFormats.MSB+Shape+Box;<-203.815, 74.532, 239.449>;<0, 0, 0>;106;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 敵 関所前 蛇霊出現B;SoulsFormats.MSB+Shape+Box;<-185.039, 71.948, 235.114>;<0, 20, 0>;107;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 敵 関所前 蛇霊出現C;SoulsFormats.MSB+Shape+Box;<-258.354, 13.581, 150.243>;<0, -30, 0>;108;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 敵 関所前 蛇霊出現D;SoulsFormats.MSB+Shape+Box;<-213.907, 69.649, 240.076>;<0, -13, 0>;110;0;4294967295;255;-1;0;-1;;10002477;
m10_00_00_00;領域 敵 関所前 蛇霊出現E;SoulsFormats.MSB+Shape+Box;<-230.865, 70.099, 235.37>;<0, 37, 0>;111;0;4294967295;255;-1;0;-1;;0;
m10_00_00_00;領域 敵 関所前 蛇霊退場;SoulsFormats.MSB+Shape+Box;<-187.264, 78.116, 297.465>;<0, 50, 0>;115;0;4294967295;255;-1;0;-1;;10002278;
m10_00_00_00;領域 敵 関所前 城壁上鷹;SoulsFormats.MSB+Shape+Box;<-184.708, 82.806, 252.145>;<0, -39.1, 0>;118;0;4294967295;255;-1;0;-1;;10002274;
m10_00_00_00;領域 敵 関所前騎士;SoulsFormats.MSB+Shape+Box;<-176.876, 74.911, 276.998>;<0, -21, 0>;49;0;4294967295;255;-1;0;-1;;10002275;
m10_00_00_00;領域 敵 関所前空爆①;SoulsFormats.MSB+Shape+Composite;<0, 0, 0>;<0, 0, 0>;117;0;4294967295;255;-1;0;-1;;10002475;
