MapID;Name;Shape;Position;Rotation;Unk2C;Unk40;MapStudioLayer;UnkE08;MapID;UnkS04;UnkS0C;ActivationPartName;EntityID;UnkT00;UnkT04;UnkT0D;UnkT0E;UnkT0F;UnkT10;UnkT14;MapID2;UnkT20;UnkT24;UnkT28;UnkT2C;UnkT2D;
m10_00_00_00;Env_Point020;SoulsFormats.MSB+Shape+Point;<-240.585, 58.716, 37.655>;<-0, -0, 0>;9062;0;4294967295;255;-1;0;-1;;0;1;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point021;SoulsFormats.MSB+Shape+Point;<-227.684, 54.725, 47.051>;<-0, -0, 0>;9063;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point023;SoulsFormats.MSB+Shape+Point;<-227.399, 69.316, 78.936>;<-0, -0, 0>;9069;0;4294967295;255;-1;0;-1;;0;1.5;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point025;SoulsFormats.MSB+Shape+Point;<-248.835, 57.562, 64.936>;<-0, -0, 0>;8551;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point040;SoulsFormats.MSB+Shape+Point;<-263.046, 79.966, 120.727>;<-0, -0, 0>;9068;0;4294967295;255;-1;0;-1;;0;1.5;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point042;SoulsFormats.MSB+Shape+Point;<-274.244, 81.283, 112.472>;<-0, -0, 0>;9077;0;4294967295;255;-1;0;-1;;0;1;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point045;SoulsFormats.MSB+Shape+Point;<-248.63, 101.455, 95.089>;<-0, -0, 0>;9086;0;4294967295;255;-1;0;-1;;0;1.25;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point046;SoulsFormats.MSB+Shape+Point;<-261.387, 100.051, 113.575>;<-0, -0, 0>;9088;0;4294967295;255;-1;0;-1;;0;0.5;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point047;SoulsFormats.MSB+Shape+Point;<-279.83, 99.349, 150.406>;<-0, -0, 0>;9037;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point048;SoulsFormats.MSB+Shape+Point;<-301.512, 102.704, 192.893>;<-0, -0, 0>;9039;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point101;SoulsFormats.MSB+Shape+Point;<-270.457, 81.113, 177.609>;<-0, -0, 0>;9041;0;4294967295;255;-1;0;-1;;0;0.5;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point102;SoulsFormats.MSB+Shape+Point;<-270.474, 81.988, 205.141>;<-0, -0, 0>;9090;0;4294967295;255;-1;0;-1;;0;0.8;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point103;SoulsFormats.MSB+Shape+Point;<-270.474, 81.988, 215.453>;<-0, -0, 0>;9190;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point120;SoulsFormats.MSB+Shape+Point;<-259.754, 81.372, 187.625>;<-0, -0, 0>;9017;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point121;SoulsFormats.MSB+Shape+Point;<-251.513, 81.372, 155.388>;<0, -0, 0>;9104;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point122;SoulsFormats.MSB+Shape+Point;<-233.792, 78.647, 137.179>;<-0, 0, 0>;9109;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point124;SoulsFormats.MSB+Shape+Point;<-210.755, 70.997, 114.613>;<-0, 0, 0>;9092;0;4294967295;255;-1;0;-1;;0;1;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point125;SoulsFormats.MSB+Shape+Point;<-211.837, 83.625, 92.494>;<-0, 0, 0>;9113;0;4294967295;255;-1;0;-1;;0;1.5;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point128;SoulsFormats.MSB+Shape+Point;<-203.936, 77.215, 85.072>;<-0, 0, 0>;9123;0;4294967295;255;-1;0;-1;;0;0.5;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point131;SoulsFormats.MSB+Shape+Point;<-185.57, 71.801, 94.609>;<-0, 0, 0>;9019;0;4294967295;255;-1;0;-1;;0;0.5;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point132;SoulsFormats.MSB+Shape+Point;<-205.429, 70.997, 96.403>;<-0, 0, 0>;9094;0;4294967295;255;-1;0;-1;;0;1.5;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point133;SoulsFormats.MSB+Shape+Point;<-223.338, 70.997, 125.29>;<-0, 0, 0>;9100;0;4294967295;255;-1;0;-1;;0;1;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point135;SoulsFormats.MSB+Shape+Point;<-235.532, 68.3, 117.148>;<-0, 0, 0>;9102;0;4294967295;255;-1;0;-1;;0;1.5;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point136;SoulsFormats.MSB+Shape+Point;<-229.131, 69.733, 97.261>;<-0, 0, 0>;8550;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point137;SoulsFormats.MSB+Shape+Point;<-235.82, 70.365, 93.399>;<-0, -0, 0>;9175;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point138;SoulsFormats.MSB+Shape+Point;<-199.753, 68.525, 133.707>;<-0, 0, 0>;8549;0;4294967295;255;-1;0;-1;;0;0.25;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point139;SoulsFormats.MSB+Shape+Point;<-217.904, 69.265, 157.368>;<-0, 0, 0>;9117;0;4294967295;255;-1;0;-1;;0;0.5;4;False;True;True;1;0.05;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point147;SoulsFormats.MSB+Shape+Point;<-232.618, 64.307, 141.22>;<-0, 0, 0>;9191;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point148;SoulsFormats.MSB+Shape+Point;<-216.865, 58.662, 109.181>;<-0, 0, 0>;9194;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point149;SoulsFormats.MSB+Shape+Point;<-198.292, 54.975, 73.223>;<-0, 0, 0>;9200;0;4294967295;255;-1;0;-1;;0;0.5;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point150;SoulsFormats.MSB+Shape+Point;<-231.403, 75.115, 186.275>;<-0, -0, 0>;9018;0;4294967295;255;-1;0;-1;;0;1.5;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point152;SoulsFormats.MSB+Shape+Point;<-151.862, 66.638, 156.165>;<0, -0, 0>;9127;0;4294967295;255;-1;0;-1;;0;3.5;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point153;SoulsFormats.MSB+Shape+Point;<-158.636, 43.821, 99.711>;<-0, -0, 0>;9060;0;4294967295;255;-1;0;-1;;0;2.5;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point154;SoulsFormats.MSB+Shape+Point;<-165.861, 38.286, 50.475>;<-0, -0, 0>;9056;0;4294967295;255;-1;0;-1;;0;3;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point155;SoulsFormats.MSB+Shape+Point;<-126.803, 47.225, 98.003>;<-0, -0, 0>;9058;0;4294967295;255;-1;0;-1;;0;3;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point156;SoulsFormats.MSB+Shape+Point;<-135.591, 29.991, 37.96>;<-0, -0, 0>;9054;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point157;SoulsFormats.MSB+Shape+Point;<-117.836, 24.733, 28.004>;<-0, -0, 0>;9051;0;4294967295;255;-1;0;-1;;0;1;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point165;SoulsFormats.MSB+Shape+Point;<-110.06, 42.009, 104.811>;<-0, -0, 0>;9137;0;4294967295;255;-1;0;-1;;0;1.5;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point166;SoulsFormats.MSB+Shape+Point;<-39.721, 4.239, 117.3>;<-0, -0, 0>;8531;0;4294967295;255;-1;0;-1;;0;4;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point167;SoulsFormats.MSB+Shape+Point;<-88.321, 8.165, 195.678>;<-0, -0, 0>;8541;0;4294967295;255;-1;0;-1;;0;6;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point168;SoulsFormats.MSB+Shape+Point;<-255.101, 102.432, 264.803>;<-0, -0, 0>;8563;0;4294967295;255;-1;0;-1;;0;1;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point169;SoulsFormats.MSB+Shape+Point;<-304.354, 98.784, 224.995>;<-0, -0, 0>;8564;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point170;SoulsFormats.MSB+Shape+Point;<-256.371, 69.642, 205.179>;<-0, -0, 0>;8542;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point171;SoulsFormats.MSB+Shape+Point;<-269.759, 70.988, 205.359>;<-0, -0, 0>;9135;0;4294967295;255;-1;0;-1;;0;0.5;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point172;SoulsFormats.MSB+Shape+Point;<-247.07, 86.826, 231.557>;<-0, -0, 0>;9128;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point173;SoulsFormats.MSB+Shape+Point;<-274.981, 74.629, 241.487>;<-0, -0, 0>;9131;0;4294967295;255;-1;0;-1;;0;0.5;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point174;SoulsFormats.MSB+Shape+Point;<-263.22, 74.717, 247.006>;<-0, -0, 0>;9133;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point175;SoulsFormats.MSB+Shape+Point;<-258.227, 65.29, 248.716>;<-0, -0, 0>;9147;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point176;SoulsFormats.MSB+Shape+Point;<-219.127, 91.596, 284.75>;<-0, 0, 0>;9149;0;4294967295;255;-1;0;-1;;0;1.5;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point177;SoulsFormats.MSB+Shape+Point;<-211.568, 89.796, 274.557>;<-0, 0, 0>;9187;0;4294967295;255;-1;0;-1;;0;1;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point178;SoulsFormats.MSB+Shape+Point;<-287.065, 95.142, 270.985>;<-0, 0, 0>;9152;0;4294967295;255;-1;0;-1;;0;0.5;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point179;SoulsFormats.MSB+Shape+Point;<-314.606, 90.785, 279.493>;<-0, 0, 0>;9154;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point180;SoulsFormats.MSB+Shape+Point;<-327.829, 42.929, 262.038>;<-0, 0, 0>;9155;0;4294967295;255;-1;0;-1;;0;3;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point181;SoulsFormats.MSB+Shape+Point;<-289.69, 43.764, 224.171>;<-0, -0, 0>;9181;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point182;SoulsFormats.MSB+Shape+Point;<-262.269, 25.346, 152.201>;<-0, 0, 0>;9184;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;0.1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point183;SoulsFormats.MSB+Shape+Point;<-238.045, 47.356, 106.421>;<-0, 0, 0>;9186;0;4294967295;255;-1;0;-1;;0;2;4;False;True;True;1;0.1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point184;SoulsFormats.MSB+Shape+Point;<-236.224, 78.118, 118.068>;<-0, 0, 0>;9202;0;4294967295;255;-1;0;-1;;0;1;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point185;SoulsFormats.MSB+Shape+Point;<-283.213, 37.073, 186.886>;<-0, -0, 0>;9362;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point186;SoulsFormats.MSB+Shape+Point;<-322.078, 78.809, 238.21>;<-0, 0, 0>;8615;0;4294967295;255;-1;0;-1;;0;1;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point200;SoulsFormats.MSB+Shape+Point;<-163.562, 79.024, 245.802>;<-0, -0, 0>;9158;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point201;SoulsFormats.MSB+Shape+Point;<-254.326, 115.435, 374>;<-0, -0, 0>;8532;0;4294967295;255;-1;0;-1;;0;5;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point202;SoulsFormats.MSB+Shape+Point;<-186.321, 75.298, 212.654>;<-0, -0, 0>;9161;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point203;SoulsFormats.MSB+Shape+Point;<-196.437, 84.165, 306.837>;<-0, -0, 0>;9160;0;4294967295;255;-1;0;-1;;0;1;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point205;SoulsFormats.MSB+Shape+Point;<-189.806, 83.859, 313.612>;<-0, -0, 0>;9166;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point206;SoulsFormats.MSB+Shape+Point;<-235.361, 92.41, 356.184>;<-0, -0, 0>;9177;0;4294967295;255;-1;0;-1;;0;4;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point207;SoulsFormats.MSB+Shape+Point;<-283.035, 83.316, 405.883>;<-0, -0, 0>;9179;0;4294967295;255;-1;0;-1;;0;0.8;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point208;SoulsFormats.MSB+Shape+Point;<-209.215, 106.054, 112.392>;<-0, 0, 0>;9259;0;4294967295;255;-1;0;-1;;0;2;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point209;SoulsFormats.MSB+Shape+Point;<-211.649, 101.295, 144.554>;<-0, 0, 0>;9261;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point210;SoulsFormats.MSB+Shape+Point;<-250.337, 118.476, 111.881>;<0, -0, 0>;9262;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point211;SoulsFormats.MSB+Shape+Point;<-227.632, 112.434, 101.841>;<-0, 0, 0>;9264;0;4294967295;255;-1;0;-1;;0;1;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point212;SoulsFormats.MSB+Shape+Point;<-230.144, 92.666, 130.916>;<-0, 0, 0>;9267;0;4294967295;255;-1;0;-1;;0;1.5;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point213;SoulsFormats.MSB+Shape+Point;<-197.541, 80.445, 187.212>;<-0, 0, 0>;9269;0;4294967295;255;-1;0;-1;;0;3;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point215;SoulsFormats.MSB+Shape+Point;<-302.534, 75.043, 432.382>;<-0, 138.469, 0>;9302;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point220;SoulsFormats.MSB+Shape+Point;<-206.192, 82.266, 131.286>;<-0, 0, 0>;8527;0;4294967295;255;-1;0;-1;;0;1;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point221;SoulsFormats.MSB+Shape+Point;<-268.72, 98.825, 258.981>;<-0, -0, 0>;9313;0;4294967295;255;-1;0;-1;;0;0.5;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point222;SoulsFormats.MSB+Shape+Point;<-192.231, 90.037, 261.951>;<-0, -0, 0>;9320;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point223;SoulsFormats.MSB+Shape+Point;<-237.728, 94.575, 253.21>;<-0, -0, 0>;9322;0;4294967295;255;-1;0;-1;;0;1.5;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point224;SoulsFormats.MSB+Shape+Point;<-196.482, 81.069, 238.483>;<-0, -0, 0>;9318;0;4294967295;255;-1;0;-1;;0;2.5;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point225;SoulsFormats.MSB+Shape+Point;<-270.362, 97.746, 188.999>;<-0, -0, 0>;9325;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point226;SoulsFormats.MSB+Shape+Point;<-259.267, 82.361, 205.003>;<-0, -0, 0>;9327;0;4294967295;255;-1;0;-1;;0;0.8;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point229;SoulsFormats.MSB+Shape+Point;<-225.974, 82.29, 74.091>;<-0, 0, 0>;9340;0;4294967295;255;-1;0;-1;;0;1.5;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point230;SoulsFormats.MSB+Shape+Point;<-185.88, 91.172, 88.927>;<-0, 0, 0>;9345;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point231;SoulsFormats.MSB+Shape+Point;<-200.379, 57.024, 57.746>;<-0, 0, 0>;9342;0;4294967295;255;-1;0;-1;;0;3;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point232;SoulsFormats.MSB+Shape+Point;<-206.192, 86.86, 131.286>;<-0, 0, 0>;9347;0;4294967295;255;-1;0;-1;;0;1;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point235;SoulsFormats.MSB+Shape+Point;<-118.509, 25.437, -1.212>;<-0, -0, 0>;9364;0;4294967295;255;-1;0;-1;;0;0.5;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point236;SoulsFormats.MSB+Shape+Point;<-109.871, 34.469, 12.248>;<-0, -0, 0>;8552;0;4294967295;255;-1;0;-1;;0;0.5;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point237;SoulsFormats.MSB+Shape+Point;<-86.261, 13.498, 6.411>;<-0, -0, 0>;9368;0;4294967295;255;-1;0;-1;;0;1.5;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point238;SoulsFormats.MSB+Shape+Point;<20.164, -5.328, -11.864>;<-0, -0, 0>;9371;0;4294967295;255;-1;0;-1;;0;0.5;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point239;SoulsFormats.MSB+Shape+Point;<31.086, -11.348, 43.981>;<-0, -0, 0>;9370;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point240;SoulsFormats.MSB+Shape+Point;<-251.554, 67.016, 93.235>;<-0, -0, 0>;8503;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point242;SoulsFormats.MSB+Shape+Point;<-269.042, 81.84, 417.912>;<-0, -0, 0>;8508;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point243;SoulsFormats.MSB+Shape+Point;<-302.855, 80.734, 398.063>;<-0, -0, 0>;8512;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point244;SoulsFormats.MSB+Shape+Point;<-319.851, 78.901, 404.983>;<-0, -0, 0>;8529;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point245;SoulsFormats.MSB+Shape+Point;<-261.93, 100.071, 91.404>;<-0, -0, 0>;8528;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point246;SoulsFormats.MSB+Shape+Point;<-274.196, -14.651, 85.283>;<-0, -0, 0>;8536;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point248;SoulsFormats.MSB+Shape+Point;<-98.952, 48.149, 14.366>;<-0, -0, 0>;8515;0;4294967295;255;-1;0;-1;;0;1.5;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point249;SoulsFormats.MSB+Shape+Point;<-195.359, 54.854, 68.438>;<-0, 0, 0>;8502;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point251;SoulsFormats.MSB+Shape+Point;<-191.001, 78.578, 85.457>;<-0, 0, 0>;8554;0;4294967295;255;-1;0;-1;;0;0.5;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point253;SoulsFormats.MSB+Shape+Point;<-208.904, 84.698, 110.126>;<-0, 0, 0>;8553;0;4294967295;255;-1;0;-1;;0;1;4;False;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point258;SoulsFormats.MSB+Shape+Point;<-68.073, 22.818, 5.087>;<-0, -0, 0>;8525;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point272;SoulsFormats.MSB+Shape+Point;<-251.632, 92.666, 118.634>;<-0, 0, 0>;8555;0;4294967295;255;-1;0;-1;;0;1.5;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point273;SoulsFormats.MSB+Shape+Point;<-235.818, 93.775, 103.621>;<-0, 0, 0>;8573;0;4294967295;255;-1;0;-1;;0;1.5;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point300;SoulsFormats.MSB+Shape+Point;<-290.038, -14.327, 95.424>;<-0, -0, 0>;8556;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point301;SoulsFormats.MSB+Shape+Point;<-313.198, -23.864, 166.137>;<-0, -0, 0>;8558;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point302;SoulsFormats.MSB+Shape+Point;<-303.068, 55.464, 175.107>;<-0, -0, 0>;8561;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
m10_00_00_00;Env_Point303;SoulsFormats.MSB+Shape+Point;<-312.094, 32.727, 177.599>;<-0, -0, 0>;8567;0;4294967295;255;-1;0;-1;;0;2;4;True;True;True;1;1;33554432;512;64;5;0;1;
